,Slot,Type,Grade,Prime,DisplayStat,Stat,StatT,MinLvl,MaxLvl,Stat value,Chance,Duration,Reflect damage,Tick,CubeType
1946,Shoulderpad,Potential,Rare,Prime,LUK Increase,LUK Increase,Flat,41,50,6,0,0.0,0,0.0,0
1947,Shoulderpad,Potential,Rare,Prime,LUK Increase,LUK Increase,Flat,51,70,8,0,0.0,0,0.0,0
1948,Shoulderpad,Potential,Rare,Prime,LUK Increase,LUK Increase,Flat,71,90,10,0,0.0,0,0.0,0
1949,Shoulderpad,Potential,Rare,Prime,LUK Increase,LUK Increase,Flat,91,300,12,0,0.0,0,0.0,0
1950,Cape,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,0,10,10,0,0.0,0,0.0,0
1951,Cape,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,11,20,20,0,0.0,0,0.0,0
1952,Cape,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,21,30,30,0,0.0,0,0.0,0
1953,Cape,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,31,40,40,0,0.0,0,0.0,0
1954,Cape,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,41,50,50,0,0.0,0,0.0,0
1955,Cape,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,51,60,60,0,0.0,0,0.0,0
1956,Cape,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,61,70,70,0,0.0,0,0.0,0
1957,Cape,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,71,80,80,0,0.0,0,0.0,0
1958,Cape,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,81,90,90,0,0.0,0,0.0,0
1959,Cape,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,91,100,100,0,0.0,0,0.0,0
1960,Cape,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,101,110,110,0,0.0,0,0.0,0
1961,Cape,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,111,300,120,0,0.0,0,0.0,0
1962,Belt,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,0,10,10,0,0.0,0,0.0,0
1963,Belt,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,11,20,20,0,0.0,0,0.0,0
1964,Belt,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,21,30,30,0,0.0,0,0.0,0
1965,Belt,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,31,40,40,0,0.0,0,0.0,0
1966,Belt,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,41,50,50,0,0.0,0,0.0,0
1967,Belt,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,51,60,60,0,0.0,0,0.0,0
1968,Belt,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,61,70,70,0,0.0,0,0.0,0
1969,Belt,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,71,80,80,0,0.0,0,0.0,0
1970,Belt,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,81,90,90,0,0.0,0,0.0,0
1971,Belt,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,91,100,100,0,0.0,0,0.0,0
1972,Belt,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,101,110,110,0,0.0,0,0.0,0
1973,Belt,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,111,300,120,0,0.0,0,0.0,0
1974,Shoulderpad,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,0,10,10,0,0.0,0,0.0,0
1975,Shoulderpad,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,11,20,20,0,0.0,0,0.0,0
1976,Shoulderpad,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,21,30,30,0,0.0,0,0.0,0
1977,Shoulderpad,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,31,40,40,0,0.0,0,0.0,0
1978,Shoulderpad,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,41,50,50,0,0.0,0,0.0,0
1979,Shoulderpad,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,51,60,60,0,0.0,0,0.0,0
1980,Shoulderpad,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,61,70,70,0,0.0,0,0.0,0
1981,Shoulderpad,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,71,80,80,0,0.0,0,0.0,0
1982,Shoulderpad,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,81,90,90,0,0.0,0,0.0,0
1983,Shoulderpad,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,91,100,100,0,0.0,0,0.0,0
1984,Shoulderpad,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,101,110,110,0,0.0,0,0.0,0
1985,Shoulderpad,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,111,300,120,0,0.0,0,0.0,0
1986,Cape,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,0,10,10,0,0.0,0,0.0,0
1987,Cape,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,11,20,20,0,0.0,0,0.0,0
1988,Cape,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,21,30,30,0,0.0,0,0.0,0
1989,Cape,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,31,40,40,0,0.0,0,0.0,0
1990,Cape,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,41,50,50,0,0.0,0,0.0,0
1991,Cape,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,51,60,60,0,0.0,0,0.0,0
1992,Cape,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,61,70,70,0,0.0,0,0.0,0
1993,Cape,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,71,80,80,0,0.0,0,0.0,0
1994,Cape,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,81,90,90,0,0.0,0,0.0,0
1995,Cape,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,91,100,100,0,0.0,0,0.0,0
1996,Cape,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,101,110,110,0,0.0,0,0.0,0
1997,Cape,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,111,300,120,0,0.0,0,0.0,0
1998,Belt,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,0,10,10,0,0.0,0,0.0,0
1999,Belt,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,11,20,20,0,0.0,0,0.0,0
2000,Belt,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,21,30,30,0,0.0,0,0.0,0
2001,Belt,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,31,40,40,0,0.0,0,0.0,0
2002,Belt,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,41,50,50,0,0.0,0,0.0,0
2003,Belt,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,51,60,60,0,0.0,0,0.0,0
2004,Belt,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,61,70,70,0,0.0,0,0.0,0
2005,Belt,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,71,80,80,0,0.0,0,0.0,0
2006,Belt,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,81,90,90,0,0.0,0,0.0,0
2007,Belt,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,91,100,100,0,0.0,0,0.0,0
2008,Belt,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,101,110,110,0,0.0,0,0.0,0
2009,Belt,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,111,300,120,0,0.0,0,0.0,0
2010,Shoulderpad,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,0,10,10,0,0.0,0,0.0,0
2011,Shoulderpad,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,11,20,20,0,0.0,0,0.0,0
2012,Shoulderpad,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,21,30,30,0,0.0,0,0.0,0
2013,Shoulderpad,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,31,40,40,0,0.0,0,0.0,0
2014,Shoulderpad,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,41,50,50,0,0.0,0,0.0,0
2015,Shoulderpad,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,51,60,60,0,0.0,0,0.0,0
2016,Shoulderpad,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,61,70,70,0,0.0,0,0.0,0
2017,Shoulderpad,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,71,80,80,0,0.0,0,0.0,0
2018,Shoulderpad,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,81,90,90,0,0.0,0,0.0,0
2019,Shoulderpad,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,91,100,100,0,0.0,0,0.0,0
2020,Shoulderpad,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,101,110,110,0,0.0,0,0.0,0
2021,Shoulderpad,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,111,300,120,0,0.0,0,0.0,0
2022,Cape,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,0,10,10,0,0.0,0,0.0,0
2023,Cape,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,11,20,20,0,0.0,0,0.0,0
2024,Cape,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,21,30,30,0,0.0,0,0.0,0
2025,Cape,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,31,40,40,0,0.0,0,0.0,0
2026,Cape,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,41,50,50,0,0.0,0,0.0,0
2027,Cape,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,51,60,60,0,0.0,0,0.0,0
2028,Cape,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,61,70,70,0,0.0,0,0.0,0
2029,Cape,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,71,80,80,0,0.0,0,0.0,0
2030,Cape,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,81,90,90,0,0.0,0,0.0,0
2031,Cape,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,91,100,100,0,0.0,0,0.0,0
2032,Cape,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,101,110,110,0,0.0,0,0.0,0
2033,Cape,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,111,300,120,0,0.0,0,0.0,0
2034,Belt,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,0,10,10,0,0.0,0,0.0,0
2035,Belt,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,11,20,20,0,0.0,0,0.0,0
2036,Belt,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,21,30,30,0,0.0,0,0.0,0
2037,Belt,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,31,40,40,0,0.0,0,0.0,0
2038,Belt,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,41,50,50,0,0.0,0,0.0,0
2039,Belt,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,51,60,60,0,0.0,0,0.0,0
2040,Belt,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,61,70,70,0,0.0,0,0.0,0
2041,Belt,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,71,80,80,0,0.0,0,0.0,0
2042,Belt,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,81,90,90,0,0.0,0,0.0,0
2043,Belt,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,91,100,100,0,0.0,0,0.0,0
2044,Belt,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,101,110,110,0,0.0,0,0.0,0
2045,Belt,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,111,300,120,0,0.0,0,0.0,0
2046,Shoulderpad,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,0,10,10,0,0.0,0,0.0,0
2047,Shoulderpad,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,11,20,20,0,0.0,0,0.0,0
2048,Shoulderpad,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,21,30,30,0,0.0,0,0.0,0
2049,Shoulderpad,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,31,40,40,0,0.0,0,0.0,0
2050,Shoulderpad,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,41,50,50,0,0.0,0,0.0,0
2051,Shoulderpad,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,51,60,60,0,0.0,0,0.0,0
2052,Shoulderpad,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,61,70,70,0,0.0,0,0.0,0
2053,Shoulderpad,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,71,80,80,0,0.0,0,0.0,0
2054,Shoulderpad,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,81,90,90,0,0.0,0,0.0,0
2055,Shoulderpad,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,91,100,100,0,0.0,0,0.0,0
2056,Shoulderpad,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,101,110,110,0,0.0,0,0.0,0
2057,Shoulderpad,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,111,300,120,0,0.0,0,0.0,0
2058,Cape,Potential,Rare,Prime,STR% Increase,STR% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2059,Cape,Potential,Rare,Prime,STR% Increase,STR% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2060,Cape,Potential,Rare,Prime,STR% Increase,STR% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2061,Belt,Potential,Rare,Prime,STR% Increase,STR% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2062,Belt,Potential,Rare,Prime,STR% Increase,STR% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2063,Belt,Potential,Rare,Prime,STR% Increase,STR% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2064,Shoulderpad,Potential,Rare,Prime,STR% Increase,STR% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2065,Shoulderpad,Potential,Rare,Prime,STR% Increase,STR% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2066,Shoulderpad,Potential,Rare,Prime,STR% Increase,STR% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2067,Cape,Potential,Rare,Prime,DEX% Increase,DEX% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2068,Cape,Potential,Rare,Prime,DEX% Increase,DEX% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2069,Cape,Potential,Rare,Prime,DEX% Increase,DEX% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2070,Belt,Potential,Rare,Prime,DEX% Increase,DEX% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2071,Belt,Potential,Rare,Prime,DEX% Increase,DEX% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2072,Belt,Potential,Rare,Prime,DEX% Increase,DEX% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2073,Shoulderpad,Potential,Rare,Prime,DEX% Increase,DEX% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2074,Shoulderpad,Potential,Rare,Prime,DEX% Increase,DEX% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2075,Shoulderpad,Potential,Rare,Prime,DEX% Increase,DEX% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2076,Cape,Potential,Rare,Prime,INT% Increase,INT% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2077,Cape,Potential,Rare,Prime,INT% Increase,INT% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2078,Cape,Potential,Rare,Prime,INT% Increase,INT% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2079,Belt,Potential,Rare,Prime,INT% Increase,INT% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2080,Belt,Potential,Rare,Prime,INT% Increase,INT% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2081,Belt,Potential,Rare,Prime,INT% Increase,INT% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2082,Shoulderpad,Potential,Rare,Prime,INT% Increase,INT% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2083,Shoulderpad,Potential,Rare,Prime,INT% Increase,INT% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2084,Shoulderpad,Potential,Rare,Prime,INT% Increase,INT% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2085,Cape,Potential,Rare,Prime,LUK% Increase,LUK% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2086,Cape,Potential,Rare,Prime,LUK% Increase,LUK% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2087,Cape,Potential,Rare,Prime,LUK% Increase,LUK% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2088,Belt,Potential,Rare,Prime,LUK% Increase,LUK% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2089,Belt,Potential,Rare,Prime,LUK% Increase,LUK% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2090,Belt,Potential,Rare,Prime,LUK% Increase,LUK% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2091,Shoulderpad,Potential,Rare,Prime,LUK% Increase,LUK% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2092,Shoulderpad,Potential,Rare,Prime,LUK% Increase,LUK% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2093,Shoulderpad,Potential,Rare,Prime,LUK% Increase,LUK% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2094,Cape,Potential,Rare,Prime,MaxHP% Increase,MaxHP% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2095,Cape,Potential,Rare,Prime,MaxHP% Increase,MaxHP% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2096,Cape,Potential,Rare,Prime,MaxHP% Increase,MaxHP% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2097,Belt,Potential,Rare,Prime,MaxHP% Increase,MaxHP% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2098,Belt,Potential,Rare,Prime,MaxHP% Increase,MaxHP% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2099,Belt,Potential,Rare,Prime,MaxHP% Increase,MaxHP% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2100,Shoulderpad,Potential,Rare,Prime,MaxHP% Increase,MaxHP% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2101,Shoulderpad,Potential,Rare,Prime,MaxHP% Increase,MaxHP% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2102,Shoulderpad,Potential,Rare,Prime,MaxHP% Increase,MaxHP% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2103,Cape,Potential,Rare,Prime,MaxMP% Increase,MaxMP% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2104,Cape,Potential,Rare,Prime,MaxMP% Increase,MaxMP% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2105,Cape,Potential,Rare,Prime,MaxMP% Increase,MaxMP% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2106,Belt,Potential,Rare,Prime,MaxMP% Increase,MaxMP% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2107,Belt,Potential,Rare,Prime,MaxMP% Increase,MaxMP% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2108,Belt,Potential,Rare,Prime,MaxMP% Increase,MaxMP% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2109,Shoulderpad,Potential,Rare,Prime,MaxMP% Increase,MaxMP% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2110,Shoulderpad,Potential,Rare,Prime,MaxMP% Increase,MaxMP% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2111,Shoulderpad,Potential,Rare,Prime,MaxMP% Increase,MaxMP% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2112,Cape,Potential,Rare,Prime,DEF% Increase,DEF% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2113,Cape,Potential,Rare,Prime,DEF% Increase,DEF% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2114,Cape,Potential,Rare,Prime,DEF% Increase,DEF% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2115,Belt,Potential,Rare,Prime,DEF% Increase,DEF% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2116,Belt,Potential,Rare,Prime,DEF% Increase,DEF% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2117,Belt,Potential,Rare,Prime,DEF% Increase,DEF% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2118,Shoulderpad,Potential,Rare,Prime,DEF% Increase,DEF% Increase,Perc,0,30,1,0,0.0,0,0.0,0
2119,Shoulderpad,Potential,Rare,Prime,DEF% Increase,DEF% Increase,Perc,31,70,2,0,0.0,0,0.0,0
2120,Shoulderpad,Potential,Rare,Prime,DEF% Increase,DEF% Increase,Perc,71,300,3,0,0.0,0,0.0,0
2121,Cape,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,0,20,1,0,0.0,0,0.0,0
2122,Cape,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,21,40,2,0,0.0,0,0.0,0
2123,Cape,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,41,60,3,0,0.0,0,0.0,0
2124,Cape,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,61,80,4,0,0.0,0,0.0,0
2125,Cape,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,81,300,5,0,0.0,0,0.0,0
2126,Belt,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,0,20,1,0,0.0,0,0.0,0
2127,Belt,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,21,40,2,0,0.0,0,0.0,0
2128,Belt,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,41,60,3,0,0.0,0,0.0,0
2129,Belt,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,61,80,4,0,0.0,0,0.0,0
2130,Belt,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,81,300,5,0,0.0,0,0.0,0
2131,Shoulderpad,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,0,20,1,0,0.0,0,0.0,0
2132,Shoulderpad,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,21,40,2,0,0.0,0,0.0,0
2133,Shoulderpad,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,41,60,3,0,0.0,0,0.0,0
2134,Shoulderpad,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,61,80,4,0,0.0,0,0.0,0
2135,Shoulderpad,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,81,300,5,0,0.0,0,0.0,0
2136,Cape,Potential,Epic,Prime,STR% Increase,STR% Increase,Perc,0,30,2,0,0.0,0,0.0,0
2137,Cape,Potential,Epic,Prime,STR% Increase,STR% Increase,Perc,31,70,4,0,0.0,0,0.0,0
2138,Cape,Potential,Epic,Prime,STR% Increase,STR% Increase,Perc,71,300,6,0,0.0,0,0.0,0
2139,Belt,Potential,Epic,Prime,STR% Increase,STR% Increase,Perc,0,30,2,0,0.0,0,0.0,0
2140,Belt,Potential,Epic,Prime,STR% Increase,STR% Increase,Perc,31,70,4,0,0.0,0,0.0,0
2141,Belt,Potential,Epic,Prime,STR% Increase,STR% Increase,Perc,71,300,6,0,0.0,0,0.0,0
2142,Shoulderpad,Potential,Epic,Prime,STR% Increase,STR% Increase,Perc,0,30,2,0,0.0,0,0.0,0
2143,Shoulderpad,Potential,Epic,Prime,STR% Increase,STR% Increase,Perc,31,70,4,0,0.0,0,0.0,0
2144,Shoulderpad,Potential,Epic,Prime,STR% Increase,STR% Increase,Perc,71,300,6,0,0.0,0,0.0,0
2145,Cape,Potential,Epic,Prime,DEX% Increase,DEX% Increase,Perc,0,30,2,0,0.0,0,0.0,0
2146,Cape,Potential,Epic,Prime,DEX% Increase,DEX% Increase,Perc,31,70,4,0,0.0,0,0.0,0
2147,Cape,Potential,Epic,Prime,DEX% Increase,DEX% Increase,Perc,71,300,6,0,0.0,0,0.0,0
2148,Belt,Potential,Epic,Prime,DEX% Increase,DEX% Increase,Perc,0,30,2,0,0.0,0,0.0,0
2149,Belt,Potential,Epic,Prime,DEX% Increase,DEX% Increase,Perc,31,70,4,0,0.0,0,0.0,0
2150,Belt,Potential,Epic,Prime,DEX% Increase,DEX% Increase,Perc,71,300,6,0,0.0,0,0.0,0
2151,Shoulderpad,Potential,Epic,Prime,DEX% Increase,DEX% Increase,Perc,0,30,2,0,0.0,0,0.0,0
2152,Shoulderpad,Potential,Epic,Prime,DEX% Increase,DEX% Increase,Perc,31,70,4,0,0.0,0,0.0,0
2153,Shoulderpad,Potential,Epic,Prime,DEX% Increase,DEX% Increase,Perc,71,300,6,0,0.0,0,0.0,0
2154,Cape,Potential,Epic,Prime,INT% Increase,INT% Increase,Perc,0,30,2,0,0.0,0,0.0,0
2155,Cape,Potential,Epic,Prime,INT% Increase,INT% Increase,Perc,31,70,4,0,0.0,0,0.0,0
2156,Cape,Potential,Epic,Prime,INT% Increase,INT% Increase,Perc,71,300,6,0,0.0,0,0.0,0
2157,Belt,Potential,Epic,Prime,INT% Increase,INT% Increase,Perc,0,30,2,0,0.0,0,0.0,0
2158,Belt,Potential,Epic,Prime,INT% Increase,INT% Increase,Perc,31,70,4,0,0.0,0,0.0,0
2159,Belt,Potential,Epic,Prime,INT% Increase,INT% Increase,Perc,71,300,6,0,0.0,0,0.0,0
2160,Shoulderpad,Potential,Epic,Prime,INT% Increase,INT% Increase,Perc,0,30,2,0,0.0,0,0.0,0
2161,Shoulderpad,Potential,Epic,Prime,INT% Increase,INT% Increase,Perc,31,70,4,0,0.0,0,0.0,0
2162,Shoulderpad,Potential,Epic,Prime,INT% Increase,INT% Increase,Perc,71,300,6,0,0.0,0,0.0,0
2163,Cape,Potential,Epic,Prime,LUK% Increase,LUK% Increase,Perc,0,30,2,0,0.0,0,0.0,0
2164,Cape,Potential,Epic,Prime,LUK% Increase,LUK% Increase,Perc,31,70,4,0,0.0,0,0.0,0
2165,Cape,Potential,Epic,Prime,LUK% Increase,LUK% Increase,Perc,71,300,6,0,0.0,0,0.0,0
2166,Belt,Potential,Epic,Prime,LUK% Increase,LUK% Increase,Perc,0,30,2,0,0.0,0,0.0,0
2167,Belt,Potential,Epic,Prime,LUK% Increase,LUK% Increase,Perc,31,70,4,0,0.0,0,0.0,0
2168,Belt,Potential,Epic,Prime,LUK% Increase,LUK% Increase,Perc,71,300,6,0,0.0,0,0.0,0
2169,Shoulderpad,Potential,Epic,Prime,LUK% Increase,LUK% Increase,Perc,0,30,2,0,0.0,0,0.0,0
2170,Shoulderpad,Potential,Epic,Prime,LUK% Increase,LUK% Increase,Perc,31,70,4,0,0.0,0,0.0,0
2171,Shoulderpad,Potential,Epic,Prime,LUK% Increase,LUK% Increase,Perc,71,300,6,0,0.0,0,0.0,0
2172,Cape,Potential,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,0,30,2,0,0.0,0,0.0,0
2173,Cape,Potential,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,31,70,4,0,0.0,0,0.0,0
2174,Cape,Potential,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,71,300,6,0,0.0,0,0.0,0
