,Slot,Type,Grade,Prime,DisplayStat,Stat,StatT,MinLvl,MaxLvl,Stat value,Duration,Chance
648,Cape,Bonus,Rare,Non prime,Magic ATT Increase,Magic ATT Increase,Flat,51,100,2,0.0,0.0
649,Cape,Bonus,Rare,Non prime,Magic ATT Increase,Magic ATT Increase,Flat,101,300,3,0.0,0.0
650,Belt,Bonus,Rare,Non prime,Magic ATT Increase,Magic ATT Increase,Flat,0,50,1,0.0,0.0
651,Belt,Bonus,Rare,Non prime,Magic ATT Increase,Magic ATT Increase,Flat,51,100,2,0.0,0.0
652,Belt,Bonus,Rare,Non prime,Magic ATT Increase,Magic ATT Increase,Flat,101,300,3,0.0,0.0
653,Shoulderpad,Bonus,Rare,Non prime,Magic ATT Increase,Magic ATT Increase,Flat,0,50,1,0.0,0.0
654,Shoulderpad,Bonus,Rare,Non prime,Magic ATT Increase,Magic ATT Increase,Flat,51,100,2,0.0,0.0
655,Shoulderpad,Bonus,Rare,Non prime,Magic ATT Increase,Magic ATT Increase,Flat,101,300,3,0.0,0.0
656,Top,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,0,30,1,0.0,0.0
657,Top,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,31,70,2,0.0,0.0
658,Top,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,71,110,3,0.0,0.0
659,Top,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,111,300,4,0.0,0.0
660,Overall,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,0,30,1,0.0,0.0
661,Overall,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,31,70,2,0.0,0.0
662,Overall,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,71,110,3,0.0,0.0
663,Overall,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,111,300,4,0.0,0.0
664,Bottom,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,0,30,1,0.0,0.0
665,Bottom,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,31,70,2,0.0,0.0
666,Bottom,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,71,110,3,0.0,0.0
667,Bottom,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,111,300,4,0.0,0.0
668,Shoes,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,0,30,1,0.0,0.0
669,Shoes,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,31,70,2,0.0,0.0
670,Shoes,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,71,110,3,0.0,0.0
671,Shoes,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,111,300,4,0.0,0.0
672,Cape,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,0,30,1,0.0,0.0
673,Cape,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,31,70,2,0.0,0.0
674,Cape,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,71,110,3,0.0,0.0
675,Cape,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,111,300,4,0.0,0.0
676,Belt,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,0,30,1,0.0,0.0
677,Belt,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,31,70,2,0.0,0.0
678,Belt,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,71,110,3,0.0,0.0
679,Belt,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,111,300,4,0.0,0.0
680,Shoulderpad,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,0,30,1,0.0,0.0
681,Shoulderpad,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,31,70,2,0.0,0.0
682,Shoulderpad,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,71,110,3,0.0,0.0
683,Shoulderpad,Bonus,Rare,Non prime,Speed Increase,Speed Increase,Flat,111,300,4,0.0,0.0
684,Top,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,0,30,1,0.0,0.0
685,Top,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,31,70,2,0.0,0.0
686,Top,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,71,110,3,0.0,0.0
687,Top,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,111,300,4,0.0,0.0
688,Overall,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,0,30,1,0.0,0.0
689,Overall,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,31,70,2,0.0,0.0
690,Overall,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,71,110,3,0.0,0.0
691,Overall,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,111,300,4,0.0,0.0
692,Bottom,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,0,30,1,0.0,0.0
693,Bottom,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,31,70,2,0.0,0.0
694,Bottom,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,71,110,3,0.0,0.0
695,Bottom,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,111,300,4,0.0,0.0
696,Shoes,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,0,30,1,0.0,0.0
697,Shoes,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,31,70,2,0.0,0.0
698,Shoes,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,71,110,3,0.0,0.0
699,Shoes,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,111,300,4,0.0,0.0
700,Cape,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,0,30,1,0.0,0.0
701,Cape,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,31,70,2,0.0,0.0
702,Cape,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,71,110,3,0.0,0.0
703,Cape,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,111,300,4,0.0,0.0
704,Belt,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,0,30,1,0.0,0.0
705,Belt,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,31,70,2,0.0,0.0
706,Belt,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,71,110,3,0.0,0.0
707,Belt,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,111,300,4,0.0,0.0
708,Shoulderpad,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,0,30,1,0.0,0.0
709,Shoulderpad,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,31,70,2,0.0,0.0
710,Shoulderpad,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,71,110,3,0.0,0.0
711,Shoulderpad,Bonus,Rare,Non prime,Jump Increase,Jump Increase,Flat,111,300,4,0.0,0.0
712,Top,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,0,10,5,0.0,0.0
713,Top,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,11,20,10,0.0,0.0
714,Top,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,21,30,15,0.0,0.0
715,Top,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,31,40,20,0.0,0.0
716,Top,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,41,50,25,0.0,0.0
717,Top,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,51,60,30,0.0,0.0
718,Top,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,61,70,35,0.0,0.0
719,Top,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,71,80,40,0.0,0.0
720,Top,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,81,90,45,0.0,0.0
721,Top,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,91,100,50,0.0,0.0
722,Top,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,101,110,55,0.0,0.0
723,Top,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,111,300,60,0.0,0.0
724,Overall,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,0,10,5,0.0,0.0
725,Overall,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,11,20,10,0.0,0.0
726,Overall,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,21,30,15,0.0,0.0
727,Overall,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,31,40,20,0.0,0.0
728,Overall,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,41,50,25,0.0,0.0
729,Overall,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,51,60,30,0.0,0.0
730,Overall,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,61,70,35,0.0,0.0
731,Overall,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,71,80,40,0.0,0.0
732,Overall,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,81,90,45,0.0,0.0
733,Overall,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,91,100,50,0.0,0.0
734,Overall,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,101,110,55,0.0,0.0
735,Overall,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,111,300,60,0.0,0.0
736,Bottom,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,0,10,5,0.0,0.0
737,Bottom,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,11,20,10,0.0,0.0
738,Bottom,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,21,30,15,0.0,0.0
739,Bottom,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,31,40,20,0.0,0.0
740,Bottom,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,41,50,25,0.0,0.0
741,Bottom,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,51,60,30,0.0,0.0
742,Bottom,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,61,70,35,0.0,0.0
743,Bottom,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,71,80,40,0.0,0.0
744,Bottom,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,81,90,45,0.0,0.0
745,Bottom,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,91,100,50,0.0,0.0
746,Bottom,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,101,110,55,0.0,0.0
747,Bottom,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,111,300,60,0.0,0.0
748,Shoes,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,0,10,5,0.0,0.0
749,Shoes,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,11,20,10,0.0,0.0
750,Shoes,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,21,30,15,0.0,0.0
751,Shoes,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,31,40,20,0.0,0.0
752,Shoes,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,41,50,25,0.0,0.0
753,Shoes,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,51,60,30,0.0,0.0
754,Shoes,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,61,70,35,0.0,0.0
755,Shoes,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,71,80,40,0.0,0.0
756,Shoes,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,81,90,45,0.0,0.0
757,Shoes,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,91,100,50,0.0,0.0
758,Shoes,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,101,110,55,0.0,0.0
759,Shoes,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,111,300,60,0.0,0.0
760,Cape,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,0,10,5,0.0,0.0
761,Cape,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,11,20,10,0.0,0.0
762,Cape,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,21,30,15,0.0,0.0
763,Cape,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,31,40,20,0.0,0.0
764,Cape,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,41,50,25,0.0,0.0
765,Cape,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,51,60,30,0.0,0.0
766,Cape,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,61,70,35,0.0,0.0
767,Cape,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,71,80,40,0.0,0.0
768,Cape,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,81,90,45,0.0,0.0
769,Cape,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,91,100,50,0.0,0.0
770,Cape,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,101,110,55,0.0,0.0
771,Cape,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,111,300,60,0.0,0.0
772,Belt,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,0,10,5,0.0,0.0
773,Belt,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,11,20,10,0.0,0.0
774,Belt,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,21,30,15,0.0,0.0
775,Belt,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,31,40,20,0.0,0.0
776,Belt,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,41,50,25,0.0,0.0
777,Belt,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,51,60,30,0.0,0.0
778,Belt,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,61,70,35,0.0,0.0
779,Belt,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,71,80,40,0.0,0.0
780,Belt,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,81,90,45,0.0,0.0
781,Belt,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,91,100,50,0.0,0.0
782,Belt,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,101,110,55,0.0,0.0
783,Belt,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,111,300,60,0.0,0.0
784,Shoulderpad,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,0,10,5,0.0,0.0
785,Shoulderpad,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,11,20,10,0.0,0.0
786,Shoulderpad,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,21,30,15,0.0,0.0
787,Shoulderpad,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,31,40,20,0.0,0.0
788,Shoulderpad,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,41,50,25,0.0,0.0
789,Shoulderpad,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,51,60,30,0.0,0.0
790,Shoulderpad,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,61,70,35,0.0,0.0
791,Shoulderpad,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,71,80,40,0.0,0.0
792,Shoulderpad,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,81,90,45,0.0,0.0
793,Shoulderpad,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,91,100,50,0.0,0.0
794,Shoulderpad,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,101,110,55,0.0,0.0
795,Shoulderpad,Bonus,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,111,300,60,0.0,0.0
796,Top,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,0,10,5,0.0,0.0
797,Top,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,11,20,10,0.0,0.0
798,Top,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,21,30,15,0.0,0.0
799,Top,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,31,40,20,0.0,0.0
800,Top,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,41,50,25,0.0,0.0
801,Top,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,51,60,30,0.0,0.0
802,Top,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,61,70,35,0.0,0.0
803,Top,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,71,80,40,0.0,0.0
804,Top,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,81,90,45,0.0,0.0
805,Top,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,91,100,50,0.0,0.0
806,Top,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,101,110,55,0.0,0.0
807,Top,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,111,300,60,0.0,0.0
808,Overall,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,0,10,5,0.0,0.0
809,Overall,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,11,20,10,0.0,0.0
810,Overall,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,21,30,15,0.0,0.0
811,Overall,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,31,40,20,0.0,0.0
812,Overall,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,41,50,25,0.0,0.0
813,Overall,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,51,60,30,0.0,0.0
814,Overall,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,61,70,35,0.0,0.0
815,Overall,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,71,80,40,0.0,0.0
816,Overall,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,81,90,45,0.0,0.0
817,Overall,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,91,100,50,0.0,0.0
818,Overall,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,101,110,55,0.0,0.0
819,Overall,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,111,300,60,0.0,0.0
820,Bottom,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,0,10,5,0.0,0.0
821,Bottom,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,11,20,10,0.0,0.0
822,Bottom,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,21,30,15,0.0,0.0
823,Bottom,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,31,40,20,0.0,0.0
824,Bottom,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,41,50,25,0.0,0.0
825,Bottom,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,51,60,30,0.0,0.0
826,Bottom,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,61,70,35,0.0,0.0
827,Bottom,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,71,80,40,0.0,0.0
828,Bottom,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,81,90,45,0.0,0.0
829,Bottom,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,91,100,50,0.0,0.0
830,Bottom,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,101,110,55,0.0,0.0
831,Bottom,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,111,300,60,0.0,0.0
832,Shoes,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,0,10,5,0.0,0.0
833,Shoes,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,11,20,10,0.0,0.0
834,Shoes,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,21,30,15,0.0,0.0
835,Shoes,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,31,40,20,0.0,0.0
836,Shoes,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,41,50,25,0.0,0.0
837,Shoes,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,51,60,30,0.0,0.0
838,Shoes,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,61,70,35,0.0,0.0
839,Shoes,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,71,80,40,0.0,0.0
840,Shoes,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,81,90,45,0.0,0.0
841,Shoes,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,91,100,50,0.0,0.0
842,Shoes,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,101,110,55,0.0,0.0
843,Shoes,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,111,300,60,0.0,0.0
844,Cape,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,0,10,5,0.0,0.0
845,Cape,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,11,20,10,0.0,0.0
846,Cape,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,21,30,15,0.0,0.0
847,Cape,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,31,40,20,0.0,0.0
848,Cape,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,41,50,25,0.0,0.0
849,Cape,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,51,60,30,0.0,0.0
850,Cape,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,61,70,35,0.0,0.0
851,Cape,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,71,80,40,0.0,0.0
852,Cape,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,81,90,45,0.0,0.0
853,Cape,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,91,100,50,0.0,0.0
854,Cape,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,101,110,55,0.0,0.0
855,Cape,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,111,300,60,0.0,0.0
856,Belt,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,0,10,5,0.0,0.0
857,Belt,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,11,20,10,0.0,0.0
858,Belt,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,21,30,15,0.0,0.0
859,Belt,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,31,40,20,0.0,0.0
860,Belt,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,41,50,25,0.0,0.0
861,Belt,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,51,60,30,0.0,0.0
862,Belt,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,61,70,35,0.0,0.0
863,Belt,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,71,80,40,0.0,0.0
864,Belt,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,81,90,45,0.0,0.0
865,Belt,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,91,100,50,0.0,0.0
866,Belt,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,101,110,55,0.0,0.0
867,Belt,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,111,300,60,0.0,0.0
868,Shoulderpad,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,0,10,5,0.0,0.0
869,Shoulderpad,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,11,20,10,0.0,0.0
870,Shoulderpad,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,21,30,15,0.0,0.0
871,Shoulderpad,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,31,40,20,0.0,0.0
872,Shoulderpad,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,41,50,25,0.0,0.0
873,Shoulderpad,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,51,60,30,0.0,0.0
874,Shoulderpad,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,61,70,35,0.0,0.0
875,Shoulderpad,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,71,80,40,0.0,0.0
876,Shoulderpad,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,81,90,45,0.0,0.0
877,Shoulderpad,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,91,100,50,0.0,0.0
878,Shoulderpad,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,101,110,55,0.0,0.0
879,Shoulderpad,Bonus,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,111,300,60,0.0,0.0
880,Top,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,0,10,5,0.0,0.0
881,Top,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,11,20,10,0.0,0.0
882,Top,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,21,30,15,0.0,0.0
883,Top,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,31,40,20,0.0,0.0
884,Top,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,41,50,25,0.0,0.0
885,Top,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,51,60,30,0.0,0.0
886,Top,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,61,70,35,0.0,0.0
887,Top,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,71,80,40,0.0,0.0
888,Top,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,81,90,45,0.0,0.0
889,Top,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,91,100,50,0.0,0.0
890,Top,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,101,110,55,0.0,0.0
891,Top,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,111,300,60,0.0,0.0
892,Overall,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,0,10,5,0.0,0.0
893,Overall,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,11,20,10,0.0,0.0
894,Overall,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,21,30,15,0.0,0.0
895,Overall,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,31,40,20,0.0,0.0
896,Overall,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,41,50,25,0.0,0.0
897,Overall,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,51,60,30,0.0,0.0
898,Overall,Bonus,Rare,Non prime,DEF Increase,DEF Increase,Flat,61,70,35,0.0,0.0
