,EquipSlot,Grade,Prime,DisplayStat,Stat Increase,StatT,Item Level,Initial,In-game cube,Cash cube,Chance,Duration,Stat value
245,Bottom,Legendary,Prime,Skills and Potion HP Recovery% Increase,Skills and Potion HP Recovery Increase,Perc,70,8.8235,8.8235,0,,,
246,Gloves,Rare,Non prime,STR Increase,STR Increase,Flat,0,11.7647,11.7647,14.2857,,,
247,Gloves,Rare,Non prime,DEX Increase,DEX Increase,Flat,0,11.7647,11.7647,14.2857,,,
248,Gloves,Rare,Non prime,INT Increase,INT Increase,Flat,0,11.7647,11.7647,14.2857,,,
249,Gloves,Rare,Non prime,LUK Increase,LUK Increase,Flat,0,11.7647,11.7647,14.2857,,,
250,Gloves,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,0,17.647,17.647,14.2857,,,
251,Gloves,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,0,17.647,17.647,14.2857,,,
252,Gloves,Rare,Non prime,DEF Increase,DEF Increase,Flat,0,17.647,17.647,14.2857,,,
253,Gloves,Rare,Prime,STR Increase,STR Increase,Flat,0,5.5555,5.5555,7.5,,,
254,Gloves,Rare,Prime,DEX Increase,DEX Increase,Flat,0,5.5555,5.5555,7.5,,,
255,Gloves,Rare,Prime,INT Increase,INT Increase,Flat,0,5.5555,5.5555,7.5,,,
256,Gloves,Rare,Prime,LUK Increase,LUK Increase,Flat,0,5.5555,5.5555,7.5,,,
257,Gloves,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,0,8.3333,8.3333,7.5,,,
258,Gloves,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,0,8.3333,8.3333,7.5,,,
259,Gloves,Rare,Prime,DEF Increase,DEF Increase,Flat,0,8.3333,8.3333,5,,,
260,Gloves,Rare,Prime,STR% Increase,STR Increase,Perc,0,5.5555,5.5555,7.5,,,
261,Gloves,Rare,Prime,DEX% Increase,DEX Increase,Perc,0,5.5555,5.5555,7.5,,,
262,Gloves,Rare,Prime,INT% Increase,INT Increase,Perc,0,5.5555,5.5555,7.5,,,
263,Gloves,Rare,Prime,LUK% Increase,LUK Increase,Perc,0,5.5555,5.5555,7.5,,,
264,Gloves,Rare,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,8.3333,8.3333,5,,,
265,Gloves,Rare,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,8.3333,8.3333,5,,,
266,Gloves,Rare,Prime,DEF% Increase,DEF Increase,Perc,0,8.3333,8.3333,5,,,
267,Gloves,Rare,Prime,All Stats Increase,All Stats Increase,Flat,0,5.5555,5.5555,5,,,
268,Gloves,Epic,Prime,STR% Increase,STR Increase,Perc,0,6.0606,6.0606,12.1951,,,
269,Gloves,Epic,Prime,DEX% Increase,DEX Increase,Perc,0,6.0606,6.0606,12.1951,,,
270,Gloves,Epic,Prime,INT% Increase,INT Increase,Perc,0,6.0606,6.0606,12.1951,,,
271,Gloves,Epic,Prime,LUK% Increase,LUK Increase,Perc,0,6.0606,6.0606,12.1951,,,
272,Gloves,Epic,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,9.0909,9.0909,12.1951,,,
273,Gloves,Epic,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,9.0909,9.0909,12.1951,,,
274,Gloves,Epic,Prime,DEF% Increase,DEF Increase,Perc,0,9.0909,9.0909,7.317,,,
275,Gloves,Epic,Prime,All Stats% Increase,All Stats Increase,Perc,0,3.0303,3.0303,4.878,,,
276,Gloves,Epic,Prime,20% chance to ignore monster damage dealt,ignore monster damage dealt,Perc,0,9.0909,9.0909,0,20.0,,
277,Gloves,Epic,Prime,20% chance to ignore monster damage dealt,ignore monster damage dealt,Perc,0,9.0909,9.0909,0,20.0,,
278,Gloves,Epic,Prime,30% chance to ignore monster damage dealt,ignore monster damage dealt,Perc,0,9.0909,9.0909,0,30.0,,
279,Gloves,Epic,Prime,15% chance to recover HP when you killed a monster,recover HP when you killed a monster,Perc,0,9.0909,9.0909,7.317,15.0,,
280,Gloves,Epic,Prime,15% chance to recover MP when you killed a monster,recover MP when you killed a monster,Perc,0,9.0909,9.0909,7.317,15.0,,
281,Gloves,Unique,Prime,STR% Increase,STR Increase,Perc,120,4.2553,5.7142,8.3333,,,
282,Gloves,Unique,Prime,DEX% Increase,DEX Increase,Perc,120,4.2553,5.7142,8.3333,,,
283,Gloves,Unique,Prime,INT% Increase,INT Increase,Perc,120,4.2553,5.7142,8.3333,,,
284,Gloves,Unique,Prime,LUK% Increase,LUK Increase,Perc,120,4.2553,5.7142,8.3333,,,
285,Gloves,Unique,Prime,MaxHP% Increase,MaxHP Increase,Perc,120,6.3829,8.5714,10,,,
286,Gloves,Unique,Prime,MaxMP% Increase,MaxMP Increase,Perc,120,6.3829,8.5714,10,,,
287,Gloves,Unique,Prime,DEF% Increase,DEF Increase,Perc,120,6.3829,8.5714,6.6666,,,
288,Gloves,Unique,Prime,All Stats% Increase,All Stats Increase,Perc,120,2.1276,2.8571,6.6666,,,
289,Gloves,Unique,Prime,STR +1 per 10 Character Levels,STR +1 per 10 Character Levels,Flat,120,6.3829,0,1.6666,,,
290,Gloves,Unique,Prime,DEX +1 per 10 Character Levels,DEX +1 per 10 Character Levels,Flat,120,6.3829,0,1.6666,,,
291,Gloves,Unique,Prime,INT +1 per 10 Character Levels,INT +1 per 10 Character Levels,Flat,120,6.3829,0,1.6666,,,
292,Gloves,Unique,Prime,LUK +1 per 10 Character Levels,LUK +1 per 10 Character Levels,Flat,120,6.3829,0,1.6666,,,
293,Gloves,Unique,Prime,5% chance to ignore 20% of monster damage dealt,ignore 20 of monster damage dealt,Perc,120,6.3829,8.5714,6.6666,5.0,,
294,Gloves,Unique,Prime,5% chance to ignore 40% of monster damage dealt,ignore 40 of monster damage dealt,Perc,120,6.3829,8.5714,6.6666,5.0,,
295,Gloves,Unique,Prime,Skills and Potion HP Recovery% Increase,Skills and Potion HP Recovery Increase,Perc,120,6.3829,8.5714,6.6666,,,
296,Gloves,Unique,Prime,1% Auto Steal Chance,1 Auto Steal Chance,Perc,120,6.3829,8.5714,0,,,
297,Gloves,Unique,Prime,2% Auto Steal Chance,2 Auto Steal Chance,Perc,120,6.3829,8.5714,0,,,
298,Gloves,Unique,Prime,Decent Sharp Eyes enabled,Decent Sharp Eyes enabled,Flat,120,4.2553,5.7142,6.6666,,,
299,Gloves,Legendary,Prime,STR% Increase,STR Increase,Perc,120,4.5454,4.5454,9.0909,,,
300,Gloves,Legendary,Prime,DEX% Increase,DEX Increase,Perc,120,4.5454,4.5454,9.0909,,,
301,Gloves,Legendary,Prime,INT% Increase,INT Increase,Perc,120,4.5454,4.5454,9.0909,,,
302,Gloves,Legendary,Prime,LUK% Increase,LUK Increase,Perc,120,4.5454,4.5454,9.0909,,,
303,Gloves,Legendary,Prime,MaxHP% Increase,MaxHP Increase,Perc,120,6.8181,6.8181,9.0909,,,
304,Gloves,Legendary,Prime,MaxMP% Increase,MaxMP Increase,Perc,120,6.8181,6.8181,9.0909,,,
305,Gloves,Legendary,Prime,DEF% Increase,DEF Increase,Perc,120,6.8181,6.8181,9.0909,,,
306,Gloves,Legendary,Prime,Critical Damage% Increase,Critical Damage Increase,Perc,120,9.0909,9.0909,9.0909,,,
307,Gloves,Legendary,Prime,All Stats% Increase,All Stats Increase,Perc,120,4.5454,4.5454,6.8181,,,
308,Gloves,Legendary,Prime,10% chance to ignore 20% of monster damage dealt,ignore 20 of monster damage dealt,Perc,120,6.8181,6.8181,6.8181,10.0,,
309,Gloves,Legendary,Prime,10% chance to ignore 40% of monster damage dealt,ignore 40 of monster damage dealt,Perc,120,6.8181,6.8181,6.8181,10.0,,
310,Gloves,Legendary,Prime,Skills and Potion HP Recovery% Increase,Skills and Potion HP Recovery Increase,Perc,120,6.8181,6.8181,0,,,
311,Gloves,Legendary,Prime,3% Auto Steal Chance,3 Auto Steal Chance,Perc,120,6.8181,6.8181,0,,,
312,Gloves,Legendary,Prime,5% Auto Steal Chance,5 Auto Steal Chance,Perc,120,6.8181,6.8181,0,,,
313,Gloves,Legendary,Prime,7% Auto Steal Chance,7 Auto Steal Chance,Perc,120,6.8181,6.8181,0,,,
314,Gloves,Legendary,Prime,Decent Speed Infusion enabled,Decent Speed Infusion enabled,Flat,120,6.8181,6.8181,6.8181,,,
315,Shoes,Rare,Non prime,STR Increase,STR Increase,Flat,0,8.6956,8.6956,12,,,
316,Shoes,Rare,Non prime,DEX Increase,DEX Increase,Flat,0,8.6956,8.6956,12,,,
317,Shoes,Rare,Non prime,INT Increase,INT Increase,Flat,0,8.6956,8.6956,12,,,
318,Shoes,Rare,Non prime,LUK Increase,LUK Increase,Flat,0,8.6956,8.6956,12,,,
319,Shoes,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,0,13.0434,13.0434,12,,,
320,Shoes,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,0,13.0434,13.0434,12,,,
321,Shoes,Rare,Non prime,Speed Increase,Speed Increase,Flat,0,13.0434,13.0434,8,,,
322,Shoes,Rare,Non prime,Jump Increase,Jump Increase,Flat,0,13.0434,13.0434,8,,,
323,Shoes,Rare,Non prime,DEF Increase,DEF Increase,Flat,0,13.0434,13.0434,12,,,
324,Shoes,Rare,Prime,STR Increase,STR Increase,Flat,0,4.7619,4.7619,6.8181,,,
325,Shoes,Rare,Prime,DEX Increase,DEX Increase,Flat,0,4.7619,4.7619,6.8181,,,
326,Shoes,Rare,Prime,INT Increase,INT Increase,Flat,0,4.7619,4.7619,6.8181,,,
327,Shoes,Rare,Prime,LUK Increase,LUK Increase,Flat,0,4.7619,4.7619,6.8181,,,
328,Shoes,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,0,7.1428,7.1428,6.8181,,,
329,Shoes,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,0,7.1428,7.1428,6.8181,,,
330,Shoes,Rare,Prime,Speed Increase,Speed Increase,Flat,0,7.1428,7.1428,4.5454,,,
331,Shoes,Rare,Prime,Jump Increase,Jump Increase,Flat,0,7.1428,7.1428,4.5454,,,
332,Shoes,Rare,Prime,DEF Increase,DEF Increase,Flat,0,7.1428,7.1428,4.5454,,,
333,Shoes,Rare,Prime,STR% Increase,STR Increase,Perc,0,4.7619,4.7619,6.8181,,,
334,Shoes,Rare,Prime,DEX% Increase,DEX Increase,Perc,0,4.7619,4.7619,6.8181,,,
335,Shoes,Rare,Prime,INT% Increase,INT Increase,Perc,0,4.7619,4.7619,6.8181,,,
336,Shoes,Rare,Prime,LUK% Increase,LUK Increase,Perc,0,4.7619,4.7619,6.8181,,,
337,Shoes,Rare,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,7.1428,7.1428,4.5454,,,
338,Shoes,Rare,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,7.1428,7.1428,4.5454,,,
339,Shoes,Rare,Prime,DEF% Increase,DEF Increase,Perc,0,7.1428,7.1428,4.5454,,,
340,Shoes,Rare,Prime,All Stats Increase,All Stats Increase,Flat,0,4.7619,4.7619,4.5454,,,
341,Shoes,Epic,Prime,STR% Increase,STR Increase,Perc,0,7.4074,7.4074,14.2857,,,
342,Shoes,Epic,Prime,DEX% Increase,DEX Increase,Perc,0,7.4074,7.4074,14.2857,,,
343,Shoes,Epic,Prime,INT% Increase,INT Increase,Perc,0,7.4074,7.4074,14.2857,,,
344,Shoes,Epic,Prime,LUK% Increase,LUK Increase,Perc,0,7.4074,7.4074,14.2857,,,
345,Shoes,Epic,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,11.1111,11.1111,14.2857,,,
346,Shoes,Epic,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,11.1111,11.1111,14.2857,,,
347,Shoes,Epic,Prime,DEF% Increase,DEF Increase,Perc,0,11.1111,11.1111,8.5714,,,
348,Shoes,Epic,Prime,All Stats% Increase,All Stats Increase,Perc,0,3.7037,3.7037,5.7142,,,
349,Shoes,Epic,Prime,20% chance to ignore monster damage dealt,ignore monster damage dealt,Perc,0,11.1111,11.1111,0,20.0,,
350,Shoes,Epic,Prime,20% chance to ignore monster damage dealt,ignore monster damage dealt,Perc,0,11.1111,11.1111,0,20.0,,
351,Shoes,Epic,Prime,30% chance to ignore monster damage dealt,ignore monster damage dealt,Perc,0,11.1111,11.1111,0,30.0,,
352,Shoes,Unique,Prime,STR% Increase,STR Increase,Perc,70,6.8965,6.8965,8.9285,,,
353,Shoes,Unique,Prime,DEX% Increase,DEX Increase,Perc,70,6.8965,6.8965,8.9285,,,
354,Shoes,Unique,Prime,INT% Increase,INT Increase,Perc,70,6.8965,6.8965,8.9285,,,
355,Shoes,Unique,Prime,LUK% Increase,LUK Increase,Perc,70,6.8965,6.8965,8.9285,,,
356,Shoes,Unique,Prime,MaxHP% Increase,MaxHP Increase,Perc,70,10.3448,10.3448,10.7142,,,
357,Shoes,Unique,Prime,MaxMP% Increase,MaxMP Increase,Perc,70,10.3448,10.3448,10.7142,,,
358,Shoes,Unique,Prime,DEF% Increase,DEF Increase,Perc,70,10.3448,10.3448,7.1428,,,
359,Shoes,Unique,Prime,All Stats% Increase,All Stats Increase,Perc,70,3.4482,3.4482,7.1428,,,
360,Shoes,Unique,Prime,5% chance to ignore 20% of monster damage dealt,ignore 20 of monster damage dealt,Perc,70,10.3448,10.3448,7.1428,5.0,,
361,Shoes,Unique,Prime,5% chance to ignore 40% of monster damage dealt,ignore 40 of monster damage dealt,Perc,70,10.3448,10.3448,7.1428,5.0,,
362,Shoes,Unique,Prime,Skills and Potion HP Recovery% Increase,Skills and Potion HP Recovery Increase,Perc,70,10.3448,10.3448,7.1428,,,
363,Shoes,Unique,Prime,Decent Haste enabled,Decent Haste enabled,Flat,70,6.8965,6.8965,7.1428,,,
364,Shoes,Legendary,Prime,STR% Increase,STR Increase,Perc,70,6.4516,6.4516,10,,,
365,Shoes,Legendary,Prime,DEX% Increase,DEX Increase,Perc,70,6.4516,6.4516,10,,,
366,Shoes,Legendary,Prime,INT% Increase,INT Increase,Perc,70,6.4516,6.4516,10,,,
367,Shoes,Legendary,Prime,LUK% Increase,LUK Increase,Perc,70,6.4516,6.4516,10,,,
368,Shoes,Legendary,Prime,MaxHP% Increase,MaxHP Increase,Perc,70,9.6774,9.6774,10,,,
369,Shoes,Legendary,Prime,MaxMP% Increase,MaxMP Increase,Perc,70,9.6774,9.6774,10,,,
370,Shoes,Legendary,Prime,DEF% Increase,DEF Increase,Perc,70,9.6774,9.6774,10,,,
371,Shoes,Legendary,Prime,All Stats% Increase,All Stats Increase,Perc,70,6.4516,6.4516,7.5,,,
372,Shoes,Legendary,Prime,10% chance to ignore 20% of monster damage dealt,ignore 20 of monster damage dealt,Perc,70,9.6774,9.6774,7.5,10.0,,
373,Shoes,Legendary,Prime,10% chance to ignore 40% of monster damage dealt,ignore 40 of monster damage dealt,Perc,70,9.6774,9.6774,7.5,10.0,,
374,Shoes,Legendary,Prime,Skills and Potion HP Recovery% Increase,Skills and Potion HP Recovery Increase,Perc,70,9.6774,9.6774,0,,,
375,Shoes,Legendary,Prime,Decent Combat Orders enabled,Decent Combat Orders enabled,Flat,70,9.6774,9.6774,7.5,,,
376,Cape,Rare,Non prime,STR Increase,STR Increase,Flat,0,11.7647,11.7647,14.2857,,,
377,Cape,Rare,Non prime,DEX Increase,DEX Increase,Flat,0,11.7647,11.7647,14.2857,,,
378,Cape,Rare,Non prime,INT Increase,INT Increase,Flat,0,11.7647,11.7647,14.2857,,,
379,Cape,Rare,Non prime,LUK Increase,LUK Increase,Flat,0,11.7647,11.7647,14.2857,,,
380,Cape,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,0,17.647,17.647,14.2857,,,
381,Cape,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,0,17.647,17.647,14.2857,,,
382,Cape,Rare,Non prime,DEF Increase,DEF Increase,Flat,0,17.647,17.647,14.2857,,,
383,Belt,Rare,Non prime,STR Increase,STR Increase,Flat,0,11.7647,11.7647,14.2857,,,
384,Belt,Rare,Non prime,DEX Increase,DEX Increase,Flat,0,11.7647,11.7647,14.2857,,,
385,Belt,Rare,Non prime,INT Increase,INT Increase,Flat,0,11.7647,11.7647,14.2857,,,
386,Belt,Rare,Non prime,LUK Increase,LUK Increase,Flat,0,11.7647,11.7647,14.2857,,,
387,Belt,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,0,17.647,17.647,14.2857,,,
388,Belt,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,0,17.647,17.647,14.2857,,,
389,Belt,Rare,Non prime,DEF Increase,DEF Increase,Flat,0,17.647,17.647,14.2857,,,
390,Shoulderpad,Rare,Non prime,STR Increase,STR Increase,Flat,0,11.7647,11.7647,14.2857,,,
391,Shoulderpad,Rare,Non prime,DEX Increase,DEX Increase,Flat,0,11.7647,11.7647,14.2857,,,
392,Shoulderpad,Rare,Non prime,INT Increase,INT Increase,Flat,0,11.7647,11.7647,14.2857,,,
393,Shoulderpad,Rare,Non prime,LUK Increase,LUK Increase,Flat,0,11.7647,11.7647,14.2857,,,
394,Shoulderpad,Rare,Non prime,MaxHP Increase,MaxHP Increase,Flat,0,17.647,17.647,14.2857,,,
395,Shoulderpad,Rare,Non prime,MaxMP Increase,MaxMP Increase,Flat,0,17.647,17.647,14.2857,,,
396,Shoulderpad,Rare,Non prime,DEF Increase,DEF Increase,Flat,0,17.647,17.647,14.2857,,,
397,Cape,Rare,Prime,STR Increase,STR Increase,Flat,0,5.5555,5.5555,7.5,,,
398,Cape,Rare,Prime,DEX Increase,DEX Increase,Flat,0,5.5555,5.5555,7.5,,,
399,Cape,Rare,Prime,INT Increase,INT Increase,Flat,0,5.5555,5.5555,7.5,,,
400,Cape,Rare,Prime,LUK Increase,LUK Increase,Flat,0,5.5555,5.5555,7.5,,,
401,Cape,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,0,8.3333,8.3333,7.5,,,
402,Cape,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,0,8.3333,8.3333,7.5,,,
403,Cape,Rare,Prime,DEF Increase,DEF Increase,Flat,0,8.3333,8.3333,5,,,
404,Cape,Rare,Prime,STR% Increase,STR Increase,Perc,0,5.5555,5.5555,7.5,,,
405,Cape,Rare,Prime,DEX% Increase,DEX Increase,Perc,0,5.5555,5.5555,7.5,,,
406,Cape,Rare,Prime,INT% Increase,INT Increase,Perc,0,5.5555,5.5555,7.5,,,
407,Cape,Rare,Prime,LUK% Increase,LUK Increase,Perc,0,5.5555,5.5555,7.5,,,
408,Cape,Rare,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,8.3333,8.3333,5,,,
409,Cape,Rare,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,8.3333,8.3333,5,,,
410,Cape,Rare,Prime,DEF% Increase,DEF Increase,Perc,0,8.3333,8.3333,5,,,
411,Cape,Rare,Prime,All Stats Increase,All Stats Increase,Flat,0,5.5555,5.5555,5,,,
412,Belt,Rare,Prime,STR Increase,STR Increase,Flat,0,5.5555,5.5555,7.5,,,
413,Belt,Rare,Prime,DEX Increase,DEX Increase,Flat,0,5.5555,5.5555,7.5,,,
414,Belt,Rare,Prime,INT Increase,INT Increase,Flat,0,5.5555,5.5555,7.5,,,
415,Belt,Rare,Prime,LUK Increase,LUK Increase,Flat,0,5.5555,5.5555,7.5,,,
416,Belt,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,0,8.3333,8.3333,7.5,,,
417,Belt,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,0,8.3333,8.3333,7.5,,,
418,Belt,Rare,Prime,DEF Increase,DEF Increase,Flat,0,8.3333,8.3333,5,,,
419,Belt,Rare,Prime,STR% Increase,STR Increase,Perc,0,5.5555,5.5555,7.5,,,
420,Belt,Rare,Prime,DEX% Increase,DEX Increase,Perc,0,5.5555,5.5555,7.5,,,
421,Belt,Rare,Prime,INT% Increase,INT Increase,Perc,0,5.5555,5.5555,7.5,,,
422,Belt,Rare,Prime,LUK% Increase,LUK Increase,Perc,0,5.5555,5.5555,7.5,,,
423,Belt,Rare,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,8.3333,8.3333,5,,,
424,Belt,Rare,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,8.3333,8.3333,5,,,
425,Belt,Rare,Prime,DEF% Increase,DEF Increase,Perc,0,8.3333,8.3333,5,,,
426,Belt,Rare,Prime,All Stats Increase,All Stats Increase,Flat,0,5.5555,5.5555,5,,,
427,Shoulderpad,Rare,Prime,STR Increase,STR Increase,Flat,0,5.5555,5.5555,7.5,,,
428,Shoulderpad,Rare,Prime,DEX Increase,DEX Increase,Flat,0,5.5555,5.5555,7.5,,,
429,Shoulderpad,Rare,Prime,INT Increase,INT Increase,Flat,0,5.5555,5.5555,7.5,,,
430,Shoulderpad,Rare,Prime,LUK Increase,LUK Increase,Flat,0,5.5555,5.5555,7.5,,,
431,Shoulderpad,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,0,8.3333,8.3333,7.5,,,
432,Shoulderpad,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,0,8.3333,8.3333,7.5,,,
433,Shoulderpad,Rare,Prime,DEF Increase,DEF Increase,Flat,0,8.3333,8.3333,5,,,
434,Shoulderpad,Rare,Prime,STR% Increase,STR Increase,Perc,0,5.5555,5.5555,7.5,,,
435,Shoulderpad,Rare,Prime,DEX% Increase,DEX Increase,Perc,0,5.5555,5.5555,7.5,,,
436,Shoulderpad,Rare,Prime,INT% Increase,INT Increase,Perc,0,5.5555,5.5555,7.5,,,
437,Shoulderpad,Rare,Prime,LUK% Increase,LUK Increase,Perc,0,5.5555,5.5555,7.5,,,
438,Shoulderpad,Rare,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,8.3333,8.3333,5,,,
439,Shoulderpad,Rare,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,8.3333,8.3333,5,,,
440,Shoulderpad,Rare,Prime,DEF% Increase,DEF Increase,Perc,0,8.3333,8.3333,5,,,
441,Shoulderpad,Rare,Prime,All Stats Increase,All Stats Increase,Flat,0,5.5555,5.5555,5,,,
442,Cape,Epic,Prime,STR% Increase,STR Increase,Perc,0,7.4074,7.4074,14.2857,,,
443,Cape,Epic,Prime,DEX% Increase,DEX Increase,Perc,0,7.4074,7.4074,14.2857,,,
444,Cape,Epic,Prime,INT% Increase,INT Increase,Perc,0,7.4074,7.4074,14.2857,,,
445,Cape,Epic,Prime,LUK% Increase,LUK Increase,Perc,0,7.4074,7.4074,14.2857,,,
446,Cape,Epic,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,11.1111,11.1111,14.2857,,,
447,Cape,Epic,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,11.1111,11.1111,14.2857,,,
448,Cape,Epic,Prime,DEF% Increase,DEF Increase,Perc,0,11.1111,11.1111,8.5714,,,
449,Cape,Epic,Prime,All Stats% Increase,All Stats Increase,Perc,0,3.7037,3.7037,5.7142,,,
450,Cape,Epic,Prime,20% chance to ignore monster damage dealt,ignore monster damage dealt,Perc,0,11.1111,11.1111,0,20.0,,
451,Cape,Epic,Prime,20% chance to ignore monster damage dealt,ignore monster damage dealt,Perc,0,11.1111,11.1111,0,20.0,,
452,Cape,Epic,Prime,30% chance to ignore monster damage dealt,ignore monster damage dealt,Perc,0,11.1111,11.1111,0,30.0,,
453,Belt,Epic,Prime,STR% Increase,STR Increase,Perc,0,7.4074,7.4074,14.2857,,,
454,Belt,Epic,Prime,DEX% Increase,DEX Increase,Perc,0,7.4074,7.4074,14.2857,,,
455,Belt,Epic,Prime,INT% Increase,INT Increase,Perc,0,7.4074,7.4074,14.2857,,,
456,Belt,Epic,Prime,LUK% Increase,LUK Increase,Perc,0,7.4074,7.4074,14.2857,,,
457,Belt,Epic,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,11.1111,11.1111,14.2857,,,
458,Belt,Epic,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,11.1111,11.1111,14.2857,,,
459,Belt,Epic,Prime,DEF% Increase,DEF Increase,Perc,0,11.1111,11.1111,8.5714,,,
460,Belt,Epic,Prime,All Stats% Increase,All Stats Increase,Perc,0,3.7037,3.7037,5.7142,,,
461,Belt,Epic,Prime,20% chance to ignore monster damage dealt,ignore monster damage dealt,Perc,0,11.1111,11.1111,0,20.0,,
462,Belt,Epic,Prime,20% chance to ignore monster damage dealt,ignore monster damage dealt,Perc,0,11.1111,11.1111,0,20.0,,
463,Belt,Epic,Prime,30% chance to ignore monster damage dealt,ignore monster damage dealt,Perc,0,11.1111,11.1111,0,30.0,,
464,Shoulderpad,Epic,Prime,STR% Increase,STR Increase,Perc,0,7.4074,7.4074,14.2857,,,
465,Shoulderpad,Epic,Prime,DEX% Increase,DEX Increase,Perc,0,7.4074,7.4074,14.2857,,,
466,Shoulderpad,Epic,Prime,INT% Increase,INT Increase,Perc,0,7.4074,7.4074,14.2857,,,
467,Shoulderpad,Epic,Prime,LUK% Increase,LUK Increase,Perc,0,7.4074,7.4074,14.2857,,,
468,Shoulderpad,Epic,Prime,MaxHP% Increase,MaxHP Increase,Perc,0,11.1111,11.1111,14.2857,,,
469,Shoulderpad,Epic,Prime,MaxMP% Increase,MaxMP Increase,Perc,0,11.1111,11.1111,14.2857,,,
470,Shoulderpad,Epic,Prime,DEF% Increase,DEF Increase,Perc,0,11.1111,11.1111,8.5714,,,
471,Shoulderpad,Epic,Prime,All Stats% Increase,All Stats Increase,Perc,0,3.7037,3.7037,5.7142,,,
472,Shoulderpad,Epic,Prime,20% chance to ignore monster damage dealt,ignore monster damage dealt,Perc,0,11.1111,11.1111,0,20.0,,
473,Shoulderpad,Epic,Prime,20% chance to ignore monster damage dealt,ignore monster damage dealt,Perc,0,11.1111,11.1111,0,20.0,,
474,Shoulderpad,Epic,Prime,30% chance to ignore monster damage dealt,ignore monster damage dealt,Perc,0,11.1111,11.1111,0,30.0,,
475,Cape,Unique,Prime,STR% Increase,STR Increase,Perc,40,7.4074,7.4074,9.6153,,,
476,Cape,Unique,Prime,DEX% Increase,DEX Increase,Perc,40,7.4074,7.4074,9.6153,,,
477,Cape,Unique,Prime,INT% Increase,INT Increase,Perc,40,7.4074,7.4074,9.6153,,,
478,Cape,Unique,Prime,LUK% Increase,LUK Increase,Perc,40,7.4074,7.4074,9.6153,,,
479,Cape,Unique,Prime,MaxHP% Increase,MaxHP Increase,Perc,40,11.1111,11.1111,11.5384,,,
480,Cape,Unique,Prime,MaxMP% Increase,MaxMP Increase,Perc,40,11.1111,11.1111,11.5384,,,
481,Cape,Unique,Prime,DEF% Increase,DEF Increase,Perc,40,11.1111,11.1111,7.6923,,,
482,Cape,Unique,Prime,All Stats% Increase,All Stats Increase,Perc,40,3.7037,3.7037,7.6923,,,
483,Cape,Unique,Prime,5% chance to ignore 20% of monster damage dealt,ignore 20 of monster damage dealt,Perc,40,11.1111,11.1111,7.6923,5.0,,
484,Cape,Unique,Prime,5% chance to ignore 40% of monster damage dealt,ignore 40 of monster damage dealt,Perc,40,11.1111,11.1111,7.6923,5.0,,
485,Cape,Unique,Prime,Skills and Potion HP Recovery% Increase,Skills and Potion HP Recovery Increase,Perc,40,11.1111,11.1111,7.6923,,,
486,Belt,Unique,Prime,STR% Increase,STR Increase,Perc,40,7.4074,7.4074,9.6153,,,
487,Belt,Unique,Prime,DEX% Increase,DEX Increase,Perc,40,7.4074,7.4074,9.6153,,,
488,Belt,Unique,Prime,INT% Increase,INT Increase,Perc,40,7.4074,7.4074,9.6153,,,
489,Belt,Unique,Prime,LUK% Increase,LUK Increase,Perc,40,7.4074,7.4074,9.6153,,,
490,Belt,Unique,Prime,MaxHP% Increase,MaxHP Increase,Perc,40,11.1111,11.1111,11.5384,,,
