,Slot,Grade,Prime,DisplayStat,StatT,MinLvl,MaxLvl,Stat value,Chance
1646,Cape,Epic,Prime,Weapon ATT Increase,Flat,21,50,6,0
1647,Cape,Epic,Prime,Weapon ATT Increase,Flat,51,90,8,0
1648,Cape,Epic,Prime,Weapon ATT Increase,Flat,91,300,11,0
1649,Belt,Epic,Prime,Weapon ATT Increase,Flat,0,20,4,0
1650,Belt,Epic,Prime,Weapon ATT Increase,Flat,21,50,6,0
1651,Belt,Epic,Prime,Weapon ATT Increase,Flat,51,90,8,0
1652,Belt,Epic,Prime,Weapon ATT Increase,Flat,91,300,11,0
1653,Shoulderpad,Epic,Prime,Weapon ATT Increase,Flat,0,20,4,0
1654,Shoulderpad,Epic,Prime,Weapon ATT Increase,Flat,21,50,6,0
1655,Shoulderpad,Epic,Prime,Weapon ATT Increase,Flat,51,90,8,0
1656,Shoulderpad,Epic,Prime,Weapon ATT Increase,Flat,91,300,11,0
1657,Top,Epic,Prime,Magic ATT Increase,Flat,0,20,4,0
1658,Top,Epic,Prime,Magic ATT Increase,Flat,21,50,6,0
1659,Top,Epic,Prime,Magic ATT Increase,Flat,51,90,8,0
1660,Top,Epic,Prime,Magic ATT Increase,Flat,91,300,11,0
1661,Overall,Epic,Prime,Magic ATT Increase,Flat,0,20,4,0
1662,Overall,Epic,Prime,Magic ATT Increase,Flat,21,50,6,0
1663,Overall,Epic,Prime,Magic ATT Increase,Flat,51,90,8,0
1664,Overall,Epic,Prime,Magic ATT Increase,Flat,91,300,11,0
1665,Bottom,Epic,Prime,Magic ATT Increase,Flat,0,20,4,0
1666,Bottom,Epic,Prime,Magic ATT Increase,Flat,21,50,6,0
1667,Bottom,Epic,Prime,Magic ATT Increase,Flat,51,90,8,0
1668,Bottom,Epic,Prime,Magic ATT Increase,Flat,91,300,11,0
1669,Shoes,Epic,Prime,Magic ATT Increase,Flat,0,20,4,0
1670,Shoes,Epic,Prime,Magic ATT Increase,Flat,21,50,6,0
1671,Shoes,Epic,Prime,Magic ATT Increase,Flat,51,90,8,0
1672,Shoes,Epic,Prime,Magic ATT Increase,Flat,91,300,11,0
1673,Cape,Epic,Prime,Magic ATT Increase,Flat,0,20,4,0
1674,Cape,Epic,Prime,Magic ATT Increase,Flat,21,50,6,0
1675,Cape,Epic,Prime,Magic ATT Increase,Flat,51,90,8,0
1676,Cape,Epic,Prime,Magic ATT Increase,Flat,91,300,11,0
1677,Belt,Epic,Prime,Magic ATT Increase,Flat,0,20,4,0
1678,Belt,Epic,Prime,Magic ATT Increase,Flat,21,50,6,0
1679,Belt,Epic,Prime,Magic ATT Increase,Flat,51,90,8,0
1680,Belt,Epic,Prime,Magic ATT Increase,Flat,91,300,11,0
1681,Shoulderpad,Epic,Prime,Magic ATT Increase,Flat,0,20,4,0
1682,Shoulderpad,Epic,Prime,Magic ATT Increase,Flat,21,50,6,0
1683,Shoulderpad,Epic,Prime,Magic ATT Increase,Flat,51,90,8,0
1684,Shoulderpad,Epic,Prime,Magic ATT Increase,Flat,91,300,11,0
1685,Top,Epic,Prime,MaxHP Increase,Flat,0,10,15,0
1686,Top,Epic,Prime,MaxHP Increase,Flat,11,20,30,0
1687,Top,Epic,Prime,MaxHP Increase,Flat,21,30,45,0
1688,Top,Epic,Prime,MaxHP Increase,Flat,31,40,60,0
1689,Top,Epic,Prime,MaxHP Increase,Flat,41,50,75,0
1690,Top,Epic,Prime,MaxHP Increase,Flat,51,60,90,0
1691,Top,Epic,Prime,MaxHP Increase,Flat,61,70,105,0
1692,Top,Epic,Prime,MaxHP Increase,Flat,71,80,120,0
1693,Top,Epic,Prime,MaxHP Increase,Flat,81,90,135,0
1694,Top,Epic,Prime,MaxHP Increase,Flat,91,100,150,0
1695,Top,Epic,Prime,MaxHP Increase,Flat,101,110,165,0
1696,Top,Epic,Prime,MaxHP Increase,Flat,111,300,180,0
1697,Overall,Epic,Prime,MaxHP Increase,Flat,0,10,15,0
1698,Overall,Epic,Prime,MaxHP Increase,Flat,11,20,30,0
1699,Overall,Epic,Prime,MaxHP Increase,Flat,21,30,45,0
1700,Overall,Epic,Prime,MaxHP Increase,Flat,31,40,60,0
1701,Overall,Epic,Prime,MaxHP Increase,Flat,41,50,75,0
1702,Overall,Epic,Prime,MaxHP Increase,Flat,51,60,90,0
1703,Overall,Epic,Prime,MaxHP Increase,Flat,61,70,105,0
1704,Overall,Epic,Prime,MaxHP Increase,Flat,71,80,120,0
1705,Overall,Epic,Prime,MaxHP Increase,Flat,81,90,135,0
1706,Overall,Epic,Prime,MaxHP Increase,Flat,91,100,150,0
1707,Overall,Epic,Prime,MaxHP Increase,Flat,101,110,165,0
1708,Overall,Epic,Prime,MaxHP Increase,Flat,111,300,180,0
1709,Bottom,Epic,Prime,MaxHP Increase,Flat,0,10,15,0
1710,Bottom,Epic,Prime,MaxHP Increase,Flat,11,20,30,0
1711,Bottom,Epic,Prime,MaxHP Increase,Flat,21,30,45,0
1712,Bottom,Epic,Prime,MaxHP Increase,Flat,31,40,60,0
1713,Bottom,Epic,Prime,MaxHP Increase,Flat,41,50,75,0
1714,Bottom,Epic,Prime,MaxHP Increase,Flat,51,60,90,0
1715,Bottom,Epic,Prime,MaxHP Increase,Flat,61,70,105,0
1716,Bottom,Epic,Prime,MaxHP Increase,Flat,71,80,120,0
1717,Bottom,Epic,Prime,MaxHP Increase,Flat,81,90,135,0
1718,Bottom,Epic,Prime,MaxHP Increase,Flat,91,100,150,0
1719,Bottom,Epic,Prime,MaxHP Increase,Flat,101,110,165,0
1720,Bottom,Epic,Prime,MaxHP Increase,Flat,111,300,180,0
1721,Shoes,Epic,Prime,MaxHP Increase,Flat,0,10,15,0
1722,Shoes,Epic,Prime,MaxHP Increase,Flat,11,20,30,0
1723,Shoes,Epic,Prime,MaxHP Increase,Flat,21,30,45,0
1724,Shoes,Epic,Prime,MaxHP Increase,Flat,31,40,60,0
1725,Shoes,Epic,Prime,MaxHP Increase,Flat,41,50,75,0
1726,Shoes,Epic,Prime,MaxHP Increase,Flat,51,60,90,0
1727,Shoes,Epic,Prime,MaxHP Increase,Flat,61,70,105,0
1728,Shoes,Epic,Prime,MaxHP Increase,Flat,71,80,120,0
1729,Shoes,Epic,Prime,MaxHP Increase,Flat,81,90,135,0
1730,Shoes,Epic,Prime,MaxHP Increase,Flat,91,100,150,0
1731,Shoes,Epic,Prime,MaxHP Increase,Flat,101,110,165,0
1732,Shoes,Epic,Prime,MaxHP Increase,Flat,111,300,180,0
1733,Cape,Epic,Prime,MaxHP Increase,Flat,0,10,15,0
1734,Cape,Epic,Prime,MaxHP Increase,Flat,11,20,30,0
1735,Cape,Epic,Prime,MaxHP Increase,Flat,21,30,45,0
1736,Cape,Epic,Prime,MaxHP Increase,Flat,31,40,60,0
1737,Cape,Epic,Prime,MaxHP Increase,Flat,41,50,75,0
1738,Cape,Epic,Prime,MaxHP Increase,Flat,51,60,90,0
1739,Cape,Epic,Prime,MaxHP Increase,Flat,61,70,105,0
1740,Cape,Epic,Prime,MaxHP Increase,Flat,71,80,120,0
1741,Cape,Epic,Prime,MaxHP Increase,Flat,81,90,135,0
1742,Cape,Epic,Prime,MaxHP Increase,Flat,91,100,150,0
1743,Cape,Epic,Prime,MaxHP Increase,Flat,101,110,165,0
1744,Cape,Epic,Prime,MaxHP Increase,Flat,111,300,180,0
1745,Belt,Epic,Prime,MaxHP Increase,Flat,0,10,15,0
1746,Belt,Epic,Prime,MaxHP Increase,Flat,11,20,30,0
1747,Belt,Epic,Prime,MaxHP Increase,Flat,21,30,45,0
1748,Belt,Epic,Prime,MaxHP Increase,Flat,31,40,60,0
1749,Belt,Epic,Prime,MaxHP Increase,Flat,41,50,75,0
1750,Belt,Epic,Prime,MaxHP Increase,Flat,51,60,90,0
1751,Belt,Epic,Prime,MaxHP Increase,Flat,61,70,105,0
1752,Belt,Epic,Prime,MaxHP Increase,Flat,71,80,120,0
1753,Belt,Epic,Prime,MaxHP Increase,Flat,81,90,135,0
1754,Belt,Epic,Prime,MaxHP Increase,Flat,91,100,150,0
1755,Belt,Epic,Prime,MaxHP Increase,Flat,101,110,165,0
1756,Belt,Epic,Prime,MaxHP Increase,Flat,111,300,180,0
1757,Shoulderpad,Epic,Prime,MaxHP Increase,Flat,0,10,15,0
1758,Shoulderpad,Epic,Prime,MaxHP Increase,Flat,11,20,30,0
1759,Shoulderpad,Epic,Prime,MaxHP Increase,Flat,21,30,45,0
1760,Shoulderpad,Epic,Prime,MaxHP Increase,Flat,31,40,60,0
1761,Shoulderpad,Epic,Prime,MaxHP Increase,Flat,41,50,75,0
1762,Shoulderpad,Epic,Prime,MaxHP Increase,Flat,51,60,90,0
1763,Shoulderpad,Epic,Prime,MaxHP Increase,Flat,61,70,105,0
1764,Shoulderpad,Epic,Prime,MaxHP Increase,Flat,71,80,120,0
1765,Shoulderpad,Epic,Prime,MaxHP Increase,Flat,81,90,135,0
1766,Shoulderpad,Epic,Prime,MaxHP Increase,Flat,91,100,150,0
1767,Shoulderpad,Epic,Prime,MaxHP Increase,Flat,101,110,165,0
1768,Shoulderpad,Epic,Prime,MaxHP Increase,Flat,111,300,180,0
1769,Top,Epic,Prime,MaxMP Increase,Flat,0,10,15,0
1770,Top,Epic,Prime,MaxMP Increase,Flat,11,20,30,0
1771,Top,Epic,Prime,MaxMP Increase,Flat,21,30,45,0
1772,Top,Epic,Prime,MaxMP Increase,Flat,31,40,60,0
1773,Top,Epic,Prime,MaxMP Increase,Flat,41,50,75,0
1774,Top,Epic,Prime,MaxMP Increase,Flat,51,60,90,0
1775,Top,Epic,Prime,MaxMP Increase,Flat,61,70,105,0
1776,Top,Epic,Prime,MaxMP Increase,Flat,71,80,120,0
1777,Top,Epic,Prime,MaxMP Increase,Flat,81,90,135,0
1778,Top,Epic,Prime,MaxMP Increase,Flat,91,100,150,0
1779,Top,Epic,Prime,MaxMP Increase,Flat,101,110,165,0
1780,Top,Epic,Prime,MaxMP Increase,Flat,111,300,180,0
1781,Overall,Epic,Prime,MaxMP Increase,Flat,0,10,15,0
1782,Overall,Epic,Prime,MaxMP Increase,Flat,11,20,30,0
1783,Overall,Epic,Prime,MaxMP Increase,Flat,21,30,45,0
1784,Overall,Epic,Prime,MaxMP Increase,Flat,31,40,60,0
1785,Overall,Epic,Prime,MaxMP Increase,Flat,41,50,75,0
1786,Overall,Epic,Prime,MaxMP Increase,Flat,51,60,90,0
1787,Overall,Epic,Prime,MaxMP Increase,Flat,61,70,105,0
1788,Overall,Epic,Prime,MaxMP Increase,Flat,71,80,120,0
1789,Overall,Epic,Prime,MaxMP Increase,Flat,81,90,135,0
1790,Overall,Epic,Prime,MaxMP Increase,Flat,91,100,150,0
1791,Overall,Epic,Prime,MaxMP Increase,Flat,101,110,165,0
1792,Overall,Epic,Prime,MaxMP Increase,Flat,111,300,180,0
1793,Bottom,Epic,Prime,MaxMP Increase,Flat,0,10,15,0
1794,Bottom,Epic,Prime,MaxMP Increase,Flat,11,20,30,0
1795,Bottom,Epic,Prime,MaxMP Increase,Flat,21,30,45,0
1796,Bottom,Epic,Prime,MaxMP Increase,Flat,31,40,60,0
1797,Bottom,Epic,Prime,MaxMP Increase,Flat,41,50,75,0
1798,Bottom,Epic,Prime,MaxMP Increase,Flat,51,60,90,0
1799,Bottom,Epic,Prime,MaxMP Increase,Flat,61,70,105,0
1800,Bottom,Epic,Prime,MaxMP Increase,Flat,71,80,120,0
1801,Bottom,Epic,Prime,MaxMP Increase,Flat,81,90,135,0
1802,Bottom,Epic,Prime,MaxMP Increase,Flat,91,100,150,0
1803,Bottom,Epic,Prime,MaxMP Increase,Flat,101,110,165,0
1804,Bottom,Epic,Prime,MaxMP Increase,Flat,111,300,180,0
1805,Shoes,Epic,Prime,MaxMP Increase,Flat,0,10,15,0
1806,Shoes,Epic,Prime,MaxMP Increase,Flat,11,20,30,0
1807,Shoes,Epic,Prime,MaxMP Increase,Flat,21,30,45,0
1808,Shoes,Epic,Prime,MaxMP Increase,Flat,31,40,60,0
1809,Shoes,Epic,Prime,MaxMP Increase,Flat,41,50,75,0
1810,Shoes,Epic,Prime,MaxMP Increase,Flat,51,60,90,0
1811,Shoes,Epic,Prime,MaxMP Increase,Flat,61,70,105,0
1812,Shoes,Epic,Prime,MaxMP Increase,Flat,71,80,120,0
1813,Shoes,Epic,Prime,MaxMP Increase,Flat,81,90,135,0
1814,Shoes,Epic,Prime,MaxMP Increase,Flat,91,100,150,0
1815,Shoes,Epic,Prime,MaxMP Increase,Flat,101,110,165,0
1816,Shoes,Epic,Prime,MaxMP Increase,Flat,111,300,180,0
1817,Cape,Epic,Prime,MaxMP Increase,Flat,0,10,15,0
1818,Cape,Epic,Prime,MaxMP Increase,Flat,11,20,30,0
1819,Cape,Epic,Prime,MaxMP Increase,Flat,21,30,45,0
1820,Cape,Epic,Prime,MaxMP Increase,Flat,31,40,60,0
1821,Cape,Epic,Prime,MaxMP Increase,Flat,41,50,75,0
1822,Cape,Epic,Prime,MaxMP Increase,Flat,51,60,90,0
1823,Cape,Epic,Prime,MaxMP Increase,Flat,61,70,105,0
1824,Cape,Epic,Prime,MaxMP Increase,Flat,71,80,120,0
1825,Cape,Epic,Prime,MaxMP Increase,Flat,81,90,135,0
1826,Cape,Epic,Prime,MaxMP Increase,Flat,91,100,150,0
1827,Cape,Epic,Prime,MaxMP Increase,Flat,101,110,165,0
1828,Cape,Epic,Prime,MaxMP Increase,Flat,111,300,180,0
1829,Belt,Epic,Prime,MaxMP Increase,Flat,0,10,15,0
1830,Belt,Epic,Prime,MaxMP Increase,Flat,11,20,30,0
1831,Belt,Epic,Prime,MaxMP Increase,Flat,21,30,45,0
1832,Belt,Epic,Prime,MaxMP Increase,Flat,31,40,60,0
1833,Belt,Epic,Prime,MaxMP Increase,Flat,41,50,75,0
1834,Belt,Epic,Prime,MaxMP Increase,Flat,51,60,90,0
1835,Belt,Epic,Prime,MaxMP Increase,Flat,61,70,105,0
1836,Belt,Epic,Prime,MaxMP Increase,Flat,71,80,120,0
1837,Belt,Epic,Prime,MaxMP Increase,Flat,81,90,135,0
1838,Belt,Epic,Prime,MaxMP Increase,Flat,91,100,150,0
1839,Belt,Epic,Prime,MaxMP Increase,Flat,101,110,165,0
1840,Belt,Epic,Prime,MaxMP Increase,Flat,111,300,180,0
1841,Shoulderpad,Epic,Prime,MaxMP Increase,Flat,0,10,15,0
1842,Shoulderpad,Epic,Prime,MaxMP Increase,Flat,11,20,30,0
1843,Shoulderpad,Epic,Prime,MaxMP Increase,Flat,21,30,45,0
1844,Shoulderpad,Epic,Prime,MaxMP Increase,Flat,31,40,60,0
1845,Shoulderpad,Epic,Prime,MaxMP Increase,Flat,41,50,75,0
1846,Shoulderpad,Epic,Prime,MaxMP Increase,Flat,51,60,90,0
1847,Shoulderpad,Epic,Prime,MaxMP Increase,Flat,61,70,105,0
1848,Shoulderpad,Epic,Prime,MaxMP Increase,Flat,71,80,120,0
1849,Shoulderpad,Epic,Prime,MaxMP Increase,Flat,81,90,135,0
1850,Shoulderpad,Epic,Prime,MaxMP Increase,Flat,91,100,150,0
1851,Shoulderpad,Epic,Prime,MaxMP Increase,Flat,101,110,165,0
1852,Shoulderpad,Epic,Prime,MaxMP Increase,Flat,111,300,180,0
1853,Top,Epic,Prime,DEF Increase,Flat,0,20,15,0
1854,Top,Epic,Prime,DEF Increase,Flat,21,50,20,0
1855,Top,Epic,Prime,DEF Increase,Flat,51,90,60,0
1856,Top,Epic,Prime,DEF Increase,Flat,91,300,120,0
1857,Overall,Epic,Prime,DEF Increase,Flat,0,20,15,0
1858,Overall,Epic,Prime,DEF Increase,Flat,21,50,20,0
1859,Overall,Epic,Prime,DEF Increase,Flat,51,90,60,0
1860,Overall,Epic,Prime,DEF Increase,Flat,91,300,120,0
1861,Bottom,Epic,Prime,DEF Increase,Flat,0,20,15,0
1862,Bottom,Epic,Prime,DEF Increase,Flat,21,50,20,0
1863,Bottom,Epic,Prime,DEF Increase,Flat,51,90,60,0
1864,Bottom,Epic,Prime,DEF Increase,Flat,91,300,120,0
1865,Shoes,Epic,Prime,DEF Increase,Flat,0,20,15,0
1866,Shoes,Epic,Prime,DEF Increase,Flat,21,50,20,0
1867,Shoes,Epic,Prime,DEF Increase,Flat,51,90,60,0
1868,Shoes,Epic,Prime,DEF Increase,Flat,91,300,120,0
1869,Cape,Epic,Prime,DEF Increase,Flat,0,20,15,0
1870,Cape,Epic,Prime,DEF Increase,Flat,21,50,20,0
1871,Cape,Epic,Prime,DEF Increase,Flat,51,90,60,0
1872,Cape,Epic,Prime,DEF Increase,Flat,91,300,120,0
1873,Belt,Epic,Prime,DEF Increase,Flat,0,20,15,0
1874,Belt,Epic,Prime,DEF Increase,Flat,21,50,20,0
1875,Belt,Epic,Prime,DEF Increase,Flat,51,90,60,0
1876,Belt,Epic,Prime,DEF Increase,Flat,91,300,120,0
1877,Shoulderpad,Epic,Prime,DEF Increase,Flat,0,20,15,0
1878,Shoulderpad,Epic,Prime,DEF Increase,Flat,21,50,20,0
1879,Shoulderpad,Epic,Prime,DEF Increase,Flat,51,90,60,0
1880,Shoulderpad,Epic,Prime,DEF Increase,Flat,91,300,120,0
1881,Top,Epic,Prime,Speed Increase,Flat,0,30,4,0
1882,Top,Epic,Prime,Speed Increase,Flat,31,110,6,0
1883,Top,Epic,Prime,Speed Increase,Flat,111,300,8,0
1884,Overall,Epic,Prime,Speed Increase,Flat,0,30,4,0
1885,Overall,Epic,Prime,Speed Increase,Flat,31,110,6,0
1886,Overall,Epic,Prime,Speed Increase,Flat,111,300,8,0
1887,Bottom,Epic,Prime,Speed Increase,Flat,0,30,4,0
1888,Bottom,Epic,Prime,Speed Increase,Flat,31,110,6,0
1889,Bottom,Epic,Prime,Speed Increase,Flat,111,300,8,0
1890,Shoes,Epic,Prime,Speed Increase,Flat,0,30,4,0
1891,Shoes,Epic,Prime,Speed Increase,Flat,31,110,6,0
1892,Shoes,Epic,Prime,Speed Increase,Flat,111,300,8,0
1893,Cape,Epic,Prime,Speed Increase,Flat,0,30,4,0
1894,Cape,Epic,Prime,Speed Increase,Flat,31,110,6,0
1895,Cape,Epic,Prime,Speed Increase,Flat,111,300,8,0
1896,Belt,Epic,Prime,Speed Increase,Flat,0,30,4,0
1897,Belt,Epic,Prime,Speed Increase,Flat,31,110,6,0
1898,Belt,Epic,Prime,Speed Increase,Flat,111,300,8,0
1899,Shoulderpad,Epic,Prime,Speed Increase,Flat,0,30,4,0
1900,Shoulderpad,Epic,Prime,Speed Increase,Flat,31,110,6,0
1901,Shoulderpad,Epic,Prime,Speed Increase,Flat,111,300,8,0
1902,Top,Epic,Prime,Jump Increase,Flat,0,30,4,0
1903,Top,Epic,Prime,Jump Increase,Flat,31,110,6,0
1904,Top,Epic,Prime,Jump Increase,Flat,111,300,8,0
1905,Overall,Epic,Prime,Jump Increase,Flat,0,30,4,0
1906,Overall,Epic,Prime,Jump Increase,Flat,31,110,6,0
1907,Overall,Epic,Prime,Jump Increase,Flat,111,300,8,0
1908,Bottom,Epic,Prime,Jump Increase,Flat,0,30,4,0
1909,Bottom,Epic,Prime,Jump Increase,Flat,31,110,6,0
1910,Bottom,Epic,Prime,Jump Increase,Flat,111,300,8,0
1911,Shoes,Epic,Prime,Jump Increase,Flat,0,30,4,0
1912,Shoes,Epic,Prime,Jump Increase,Flat,31,110,6,0
1913,Shoes,Epic,Prime,Jump Increase,Flat,111,300,8,0
1914,Cape,Epic,Prime,Jump Increase,Flat,0,30,4,0
1915,Cape,Epic,Prime,Jump Increase,Flat,31,110,6,0
1916,Cape,Epic,Prime,Jump Increase,Flat,111,300,8,0
1917,Belt,Epic,Prime,Jump Increase,Flat,0,30,4,0
1918,Belt,Epic,Prime,Jump Increase,Flat,31,110,6,0
1919,Belt,Epic,Prime,Jump Increase,Flat,111,300,8,0
1920,Shoulderpad,Epic,Prime,Jump Increase,Flat,0,30,4,0
1921,Shoulderpad,Epic,Prime,Jump Increase,Flat,31,110,6,0
1922,Shoulderpad,Epic,Prime,Jump Increase,Flat,111,300,8,0
1923,Top,Epic,Prime,STR% Increase,Perc,0,20,1,0
1924,Top,Epic,Prime,STR% Increase,Perc,21,50,2,0
1925,Top,Epic,Prime,STR% Increase,Perc,51,90,3,0
1926,Top,Epic,Prime,STR% Increase,Perc,91,300,4,0
1927,Overall,Epic,Prime,STR% Increase,Perc,0,20,1,0
1928,Overall,Epic,Prime,STR% Increase,Perc,21,50,2,0
1929,Overall,Epic,Prime,STR% Increase,Perc,51,90,3,0
1930,Overall,Epic,Prime,STR% Increase,Perc,91,300,4,0
1931,Bottom,Epic,Prime,STR% Increase,Perc,0,20,1,0
1932,Bottom,Epic,Prime,STR% Increase,Perc,21,50,2,0
1933,Bottom,Epic,Prime,STR% Increase,Perc,51,90,3,0
1934,Bottom,Epic,Prime,STR% Increase,Perc,91,300,4,0
1935,Shoes,Epic,Prime,STR% Increase,Perc,0,20,1,0
1936,Shoes,Epic,Prime,STR% Increase,Perc,21,50,2,0
1937,Shoes,Epic,Prime,STR% Increase,Perc,51,90,3,0
1938,Shoes,Epic,Prime,STR% Increase,Perc,91,300,4,0
1939,Cape,Epic,Prime,STR% Increase,Perc,0,20,1,0
1940,Cape,Epic,Prime,STR% Increase,Perc,21,50,2,0
1941,Cape,Epic,Prime,STR% Increase,Perc,51,90,3,0
1942,Cape,Epic,Prime,STR% Increase,Perc,91,300,4,0
1943,Belt,Epic,Prime,STR% Increase,Perc,0,20,1,0
1944,Belt,Epic,Prime,STR% Increase,Perc,21,50,2,0
1945,Belt,Epic,Prime,STR% Increase,Perc,51,90,3,0
1946,Belt,Epic,Prime,STR% Increase,Perc,91,300,4,0
1947,Shoulderpad,Epic,Prime,STR% Increase,Perc,0,20,1,0
1948,Shoulderpad,Epic,Prime,STR% Increase,Perc,21,50,2,0
1949,Shoulderpad,Epic,Prime,STR% Increase,Perc,51,90,3,0
1950,Shoulderpad,Epic,Prime,STR% Increase,Perc,91,300,4,0
1951,Top,Epic,Prime,DEX% Increase,Perc,0,20,1,0
1952,Top,Epic,Prime,DEX% Increase,Perc,21,50,2,0
1953,Top,Epic,Prime,DEX% Increase,Perc,51,90,3,0
1954,Top,Epic,Prime,DEX% Increase,Perc,91,300,4,0
1955,Overall,Epic,Prime,DEX% Increase,Perc,0,20,1,0
1956,Overall,Epic,Prime,DEX% Increase,Perc,21,50,2,0
1957,Overall,Epic,Prime,DEX% Increase,Perc,51,90,3,0
1958,Overall,Epic,Prime,DEX% Increase,Perc,91,300,4,0
1959,Bottom,Epic,Prime,DEX% Increase,Perc,0,20,1,0
1960,Bottom,Epic,Prime,DEX% Increase,Perc,21,50,2,0
1961,Bottom,Epic,Prime,DEX% Increase,Perc,51,90,3,0
1962,Bottom,Epic,Prime,DEX% Increase,Perc,91,300,4,0
1963,Shoes,Epic,Prime,DEX% Increase,Perc,0,20,1,0
1964,Shoes,Epic,Prime,DEX% Increase,Perc,21,50,2,0
1965,Shoes,Epic,Prime,DEX% Increase,Perc,51,90,3,0
1966,Shoes,Epic,Prime,DEX% Increase,Perc,91,300,4,0
1967,Cape,Epic,Prime,DEX% Increase,Perc,0,20,1,0
1968,Cape,Epic,Prime,DEX% Increase,Perc,21,50,2,0
1969,Cape,Epic,Prime,DEX% Increase,Perc,51,90,3,0
1970,Cape,Epic,Prime,DEX% Increase,Perc,91,300,4,0
1971,Belt,Epic,Prime,DEX% Increase,Perc,0,20,1,0
1972,Belt,Epic,Prime,DEX% Increase,Perc,21,50,2,0
1973,Belt,Epic,Prime,DEX% Increase,Perc,51,90,3,0
1974,Belt,Epic,Prime,DEX% Increase,Perc,91,300,4,0
1975,Shoulderpad,Epic,Prime,DEX% Increase,Perc,0,20,1,0
1976,Shoulderpad,Epic,Prime,DEX% Increase,Perc,21,50,2,0
1977,Shoulderpad,Epic,Prime,DEX% Increase,Perc,51,90,3,0
1978,Shoulderpad,Epic,Prime,DEX% Increase,Perc,91,300,4,0
1979,Top,Epic,Prime,INT% Increase,Perc,0,20,1,0
1980,Top,Epic,Prime,INT% Increase,Perc,21,50,2,0
1981,Top,Epic,Prime,INT% Increase,Perc,51,90,3,0
1982,Top,Epic,Prime,INT% Increase,Perc,91,300,4,0
1983,Overall,Epic,Prime,INT% Increase,Perc,0,20,1,0
1984,Overall,Epic,Prime,INT% Increase,Perc,21,50,2,0
1985,Overall,Epic,Prime,INT% Increase,Perc,51,90,3,0
1986,Overall,Epic,Prime,INT% Increase,Perc,91,300,4,0
1987,Bottom,Epic,Prime,INT% Increase,Perc,0,20,1,0
1988,Bottom,Epic,Prime,INT% Increase,Perc,21,50,2,0
1989,Bottom,Epic,Prime,INT% Increase,Perc,51,90,3,0
1990,Bottom,Epic,Prime,INT% Increase,Perc,91,300,4,0
1991,Shoes,Epic,Prime,INT% Increase,Perc,0,20,1,0
1992,Shoes,Epic,Prime,INT% Increase,Perc,21,50,2,0
1993,Shoes,Epic,Prime,INT% Increase,Perc,51,90,3,0
1994,Shoes,Epic,Prime,INT% Increase,Perc,91,300,4,0
1995,Cape,Epic,Prime,INT% Increase,Perc,0,20,1,0
1996,Cape,Epic,Prime,INT% Increase,Perc,21,50,2,0
1997,Cape,Epic,Prime,INT% Increase,Perc,51,90,3,0
1998,Cape,Epic,Prime,INT% Increase,Perc,91,300,4,0
1999,Belt,Epic,Prime,INT% Increase,Perc,0,20,1,0
2000,Belt,Epic,Prime,INT% Increase,Perc,21,50,2,0
2001,Belt,Epic,Prime,INT% Increase,Perc,51,90,3,0
2002,Belt,Epic,Prime,INT% Increase,Perc,91,300,4,0
2003,Shoulderpad,Epic,Prime,INT% Increase,Perc,0,20,1,0
2004,Shoulderpad,Epic,Prime,INT% Increase,Perc,21,50,2,0
2005,Shoulderpad,Epic,Prime,INT% Increase,Perc,51,90,3,0
2006,Shoulderpad,Epic,Prime,INT% Increase,Perc,91,300,4,0
2007,Top,Epic,Prime,LUK% Increase,Perc,0,20,1,0
2008,Top,Epic,Prime,LUK% Increase,Perc,21,50,2,0
2009,Top,Epic,Prime,LUK% Increase,Perc,51,90,3,0
2010,Top,Epic,Prime,LUK% Increase,Perc,91,300,4,0
2011,Overall,Epic,Prime,LUK% Increase,Perc,0,20,1,0
2012,Overall,Epic,Prime,LUK% Increase,Perc,21,50,2,0
2013,Overall,Epic,Prime,LUK% Increase,Perc,51,90,3,0
2014,Overall,Epic,Prime,LUK% Increase,Perc,91,300,4,0
2015,Bottom,Epic,Prime,LUK% Increase,Perc,0,20,1,0
2016,Bottom,Epic,Prime,LUK% Increase,Perc,21,50,2,0
2017,Bottom,Epic,Prime,LUK% Increase,Perc,51,90,3,0
2018,Bottom,Epic,Prime,LUK% Increase,Perc,91,300,4,0
2019,Shoes,Epic,Prime,LUK% Increase,Perc,0,20,1,0
2020,Shoes,Epic,Prime,LUK% Increase,Perc,21,50,2,0
2021,Shoes,Epic,Prime,LUK% Increase,Perc,51,90,3,0
2022,Shoes,Epic,Prime,LUK% Increase,Perc,91,300,4,0
2023,Cape,Epic,Prime,LUK% Increase,Perc,0,20,1,0
2024,Cape,Epic,Prime,LUK% Increase,Perc,21,50,2,0
2025,Cape,Epic,Prime,LUK% Increase,Perc,51,90,3,0
2026,Cape,Epic,Prime,LUK% Increase,Perc,91,300,4,0
2027,Belt,Epic,Prime,LUK% Increase,Perc,0,20,1,0
2028,Belt,Epic,Prime,LUK% Increase,Perc,21,50,2,0
2029,Belt,Epic,Prime,LUK% Increase,Perc,51,90,3,0
2030,Belt,Epic,Prime,LUK% Increase,Perc,91,300,4,0
2031,Shoulderpad,Epic,Prime,LUK% Increase,Perc,0,20,1,0
2032,Shoulderpad,Epic,Prime,LUK% Increase,Perc,21,50,2,0
