,Slot,Grade,Prime,DisplayStat,StatT,MinLvl,MaxLvl,Stat value,Chance,Tick,CubeType
824,Overall,Legendary,Prime,10% chance to ignore 40% of monster damage dealt,Perc,40,300,10,10,0,0
825,Top,Legendary,Prime,Invincibility Time +3 seconds,Flat,0,300,3,0,0,0
826,Overall,Legendary,Prime,Invincibility Time +3 seconds,Flat,0,300,3,0,0,0
827,Top,Legendary,Prime,4% chance to become invincible when attacked,Flat,0,40,5,4,0,0
828,Top,Legendary,Prime,4% chance to become invincible when attacked,Flat,41,80,6,4,0,0
829,Top,Legendary,Prime,4% chance to become invincible when attacked,Flat,81,300,7,4,0,0
830,Overall,Legendary,Prime,4% chance to become invincible when attacked,Flat,0,40,5,4,0,0
831,Overall,Legendary,Prime,4% chance to become invincible when attacked,Flat,41,80,6,4,0,0
832,Overall,Legendary,Prime,4% chance to become invincible when attacked,Flat,81,300,7,4,0,0
833,Top,Legendary,Prime,Skills and Potion HP Recovery% Increase,Perc,0,30,20,0,0,0
834,Top,Legendary,Prime,Skills and Potion HP Recovery% Increase,Perc,31,70,30,0,0,0
835,Top,Legendary,Prime,Skills and Potion HP Recovery% Increase,Perc,71,300,40,0,0,0
836,Overall,Legendary,Prime,Skills and Potion HP Recovery% Increase,Perc,0,30,20,0,0,0
837,Overall,Legendary,Prime,Skills and Potion HP Recovery% Increase,Perc,31,70,30,0,0,0
838,Overall,Legendary,Prime,Skills and Potion HP Recovery% Increase,Perc,71,300,40,0,0,0
839,Bottom,Rare,Non prime,STR Increase,Flat,0,20,1,0,0,0
840,Bottom,Rare,Non prime,STR Increase,Flat,21,40,2,0,0,0
841,Bottom,Rare,Non prime,STR Increase,Flat,41,50,3,0,0,0
842,Bottom,Rare,Non prime,STR Increase,Flat,51,70,4,0,0,0
843,Bottom,Rare,Non prime,STR Increase,Flat,71,90,5,0,0,0
844,Bottom,Rare,Non prime,STR Increase,Flat,91,300,6,0,0,0
845,Bottom,Rare,Non prime,DEX Increase,Flat,0,20,1,0,0,0
846,Bottom,Rare,Non prime,DEX Increase,Flat,21,40,2,0,0,0
847,Bottom,Rare,Non prime,DEX Increase,Flat,41,50,3,0,0,0
848,Bottom,Rare,Non prime,DEX Increase,Flat,51,70,4,0,0,0
849,Bottom,Rare,Non prime,DEX Increase,Flat,71,90,5,0,0,0
850,Bottom,Rare,Non prime,DEX Increase,Flat,91,300,6,0,0,0
851,Bottom,Rare,Non prime,INT Increase,Flat,0,20,1,0,0,0
852,Bottom,Rare,Non prime,INT Increase,Flat,21,40,2,0,0,0
853,Bottom,Rare,Non prime,INT Increase,Flat,41,50,3,0,0,0
854,Bottom,Rare,Non prime,INT Increase,Flat,51,70,4,0,0,0
855,Bottom,Rare,Non prime,INT Increase,Flat,71,90,5,0,0,0
856,Bottom,Rare,Non prime,INT Increase,Flat,91,300,6,0,0,0
857,Bottom,Rare,Non prime,LUK Increase,Flat,0,20,1,0,0,0
858,Bottom,Rare,Non prime,LUK Increase,Flat,21,40,2,0,0,0
859,Bottom,Rare,Non prime,LUK Increase,Flat,41,50,3,0,0,0
860,Bottom,Rare,Non prime,LUK Increase,Flat,51,70,4,0,0,0
861,Bottom,Rare,Non prime,LUK Increase,Flat,71,90,5,0,0,0
862,Bottom,Rare,Non prime,LUK Increase,Flat,91,300,6,0,0,0
863,Bottom,Rare,Non prime,MaxHP Increase,Flat,0,10,5,0,0,0
864,Bottom,Rare,Non prime,MaxHP Increase,Flat,11,20,10,0,0,0
865,Bottom,Rare,Non prime,MaxHP Increase,Flat,21,30,15,0,0,0
866,Bottom,Rare,Non prime,MaxHP Increase,Flat,31,40,20,0,0,0
867,Bottom,Rare,Non prime,MaxHP Increase,Flat,41,50,25,0,0,0
868,Bottom,Rare,Non prime,MaxHP Increase,Flat,51,60,30,0,0,0
869,Bottom,Rare,Non prime,MaxHP Increase,Flat,61,70,35,0,0,0
870,Bottom,Rare,Non prime,MaxHP Increase,Flat,71,80,40,0,0,0
871,Bottom,Rare,Non prime,MaxHP Increase,Flat,81,90,45,0,0,0
872,Bottom,Rare,Non prime,MaxHP Increase,Flat,91,100,50,0,0,0
873,Bottom,Rare,Non prime,MaxHP Increase,Flat,101,110,55,0,0,0
874,Bottom,Rare,Non prime,MaxHP Increase,Flat,111,300,60,0,0,0
875,Bottom,Rare,Non prime,MaxMP Increase,Flat,0,10,5,0,0,0
876,Bottom,Rare,Non prime,MaxMP Increase,Flat,11,20,10,0,0,0
877,Bottom,Rare,Non prime,MaxMP Increase,Flat,21,30,15,0,0,0
878,Bottom,Rare,Non prime,MaxMP Increase,Flat,31,40,20,0,0,0
879,Bottom,Rare,Non prime,MaxMP Increase,Flat,41,50,25,0,0,0
880,Bottom,Rare,Non prime,MaxMP Increase,Flat,51,60,30,0,0,0
881,Bottom,Rare,Non prime,MaxMP Increase,Flat,61,70,35,0,0,0
882,Bottom,Rare,Non prime,MaxMP Increase,Flat,71,80,40,0,0,0
883,Bottom,Rare,Non prime,MaxMP Increase,Flat,81,90,45,0,0,0
884,Bottom,Rare,Non prime,MaxMP Increase,Flat,91,100,50,0,0,0
885,Bottom,Rare,Non prime,MaxMP Increase,Flat,101,110,55,0,0,0
886,Bottom,Rare,Non prime,MaxMP Increase,Flat,111,300,60,0,0,0
887,Bottom,Rare,Non prime,DEF Increase,Flat,0,10,5,0,0,0
888,Bottom,Rare,Non prime,DEF Increase,Flat,11,20,10,0,0,0
889,Bottom,Rare,Non prime,DEF Increase,Flat,21,30,15,0,0,0
890,Bottom,Rare,Non prime,DEF Increase,Flat,31,40,20,0,0,0
891,Bottom,Rare,Non prime,DEF Increase,Flat,41,50,25,0,0,0
892,Bottom,Rare,Non prime,DEF Increase,Flat,51,60,30,0,0,0
893,Bottom,Rare,Non prime,DEF Increase,Flat,61,70,35,0,0,0
894,Bottom,Rare,Non prime,DEF Increase,Flat,71,80,40,0,0,0
895,Bottom,Rare,Non prime,DEF Increase,Flat,81,90,45,0,0,0
896,Bottom,Rare,Non prime,DEF Increase,Flat,91,100,50,0,0,0
897,Bottom,Rare,Non prime,DEF Increase,Flat,101,110,55,0,0,0
898,Bottom,Rare,Non prime,DEF Increase,Flat,111,300,60,0,0,0
899,Bottom,Rare,Prime,STR Increase,Flat,0,20,2,0,0,0
900,Bottom,Rare,Prime,STR Increase,Flat,21,40,4,0,0,0
901,Bottom,Rare,Prime,STR Increase,Flat,41,50,6,0,0,0
902,Bottom,Rare,Prime,STR Increase,Flat,51,70,8,0,0,0
903,Bottom,Rare,Prime,STR Increase,Flat,71,90,10,0,0,0
904,Bottom,Rare,Prime,STR Increase,Flat,91,300,12,0,0,0
905,Bottom,Rare,Prime,DEX Increase,Flat,0,20,2,0,0,0
906,Bottom,Rare,Prime,DEX Increase,Flat,21,40,4,0,0,0
907,Bottom,Rare,Prime,DEX Increase,Flat,41,50,6,0,0,0
908,Bottom,Rare,Prime,DEX Increase,Flat,51,70,8,0,0,0
909,Bottom,Rare,Prime,DEX Increase,Flat,71,90,10,0,0,0
910,Bottom,Rare,Prime,DEX Increase,Flat,91,300,12,0,0,0
911,Bottom,Rare,Prime,INT Increase,Flat,0,20,2,0,0,0
912,Bottom,Rare,Prime,INT Increase,Flat,21,40,4,0,0,0
913,Bottom,Rare,Prime,INT Increase,Flat,41,50,6,0,0,0
914,Bottom,Rare,Prime,INT Increase,Flat,51,70,8,0,0,0
915,Bottom,Rare,Prime,INT Increase,Flat,71,90,10,0,0,0
916,Bottom,Rare,Prime,INT Increase,Flat,91,300,12,0,0,0
917,Bottom,Rare,Prime,LUK Increase,Flat,0,20,2,0,0,0
918,Bottom,Rare,Prime,LUK Increase,Flat,21,40,4,0,0,0
919,Bottom,Rare,Prime,LUK Increase,Flat,41,50,6,0,0,0
920,Bottom,Rare,Prime,LUK Increase,Flat,51,70,8,0,0,0
921,Bottom,Rare,Prime,LUK Increase,Flat,71,90,10,0,0,0
922,Bottom,Rare,Prime,LUK Increase,Flat,91,300,12,0,0,0
923,Bottom,Rare,Prime,MaxHP Increase,Flat,0,10,10,0,0,0
924,Bottom,Rare,Prime,MaxHP Increase,Flat,11,20,20,0,0,0
925,Bottom,Rare,Prime,MaxHP Increase,Flat,21,30,30,0,0,0
926,Bottom,Rare,Prime,MaxHP Increase,Flat,31,40,40,0,0,0
927,Bottom,Rare,Prime,MaxHP Increase,Flat,41,50,50,0,0,0
928,Bottom,Rare,Prime,MaxHP Increase,Flat,51,60,60,0,0,0
929,Bottom,Rare,Prime,MaxHP Increase,Flat,61,70,70,0,0,0
930,Bottom,Rare,Prime,MaxHP Increase,Flat,71,80,80,0,0,0
931,Bottom,Rare,Prime,MaxHP Increase,Flat,81,90,90,0,0,0
932,Bottom,Rare,Prime,MaxHP Increase,Flat,91,100,100,0,0,0
933,Bottom,Rare,Prime,MaxHP Increase,Flat,101,110,110,0,0,0
934,Bottom,Rare,Prime,MaxHP Increase,Flat,111,300,120,0,0,0
935,Bottom,Rare,Prime,MaxMP Increase,Flat,0,10,10,0,0,0
936,Bottom,Rare,Prime,MaxMP Increase,Flat,11,20,20,0,0,0
937,Bottom,Rare,Prime,MaxMP Increase,Flat,21,30,30,0,0,0
938,Bottom,Rare,Prime,MaxMP Increase,Flat,31,40,40,0,0,0
939,Bottom,Rare,Prime,MaxMP Increase,Flat,41,50,50,0,0,0
940,Bottom,Rare,Prime,MaxMP Increase,Flat,51,60,60,0,0,0
941,Bottom,Rare,Prime,MaxMP Increase,Flat,61,70,70,0,0,0
942,Bottom,Rare,Prime,MaxMP Increase,Flat,71,80,80,0,0,0
943,Bottom,Rare,Prime,MaxMP Increase,Flat,81,90,90,0,0,0
944,Bottom,Rare,Prime,MaxMP Increase,Flat,91,100,100,0,0,0
945,Bottom,Rare,Prime,MaxMP Increase,Flat,101,110,110,0,0,0
946,Bottom,Rare,Prime,MaxMP Increase,Flat,111,300,120,0,0,0
947,Bottom,Rare,Prime,DEF Increase,Flat,0,10,10,0,0,0
948,Bottom,Rare,Prime,DEF Increase,Flat,11,20,20,0,0,0
949,Bottom,Rare,Prime,DEF Increase,Flat,21,30,30,0,0,0
950,Bottom,Rare,Prime,DEF Increase,Flat,31,40,40,0,0,0
951,Bottom,Rare,Prime,DEF Increase,Flat,41,50,50,0,0,0
952,Bottom,Rare,Prime,DEF Increase,Flat,51,60,60,0,0,0
953,Bottom,Rare,Prime,DEF Increase,Flat,61,70,70,0,0,0
954,Bottom,Rare,Prime,DEF Increase,Flat,71,80,80,0,0,0
955,Bottom,Rare,Prime,DEF Increase,Flat,81,90,90,0,0,0
956,Bottom,Rare,Prime,DEF Increase,Flat,91,100,100,0,0,0
957,Bottom,Rare,Prime,DEF Increase,Flat,101,110,110,0,0,0
958,Bottom,Rare,Prime,DEF Increase,Flat,111,300,120,0,0,0
959,Bottom,Rare,Prime,STR% Increase,Perc,0,30,1,0,0,0
960,Bottom,Rare,Prime,STR% Increase,Perc,31,70,2,0,0,0
961,Bottom,Rare,Prime,STR% Increase,Perc,71,300,3,0,0,0
962,Bottom,Rare,Prime,DEX% Increase,Perc,0,30,1,0,0,0
963,Bottom,Rare,Prime,DEX% Increase,Perc,31,70,2,0,0,0
964,Bottom,Rare,Prime,DEX% Increase,Perc,71,300,3,0,0,0
965,Bottom,Rare,Prime,INT% Increase,Perc,0,30,1,0,0,0
966,Bottom,Rare,Prime,INT% Increase,Perc,31,70,2,0,0,0
967,Bottom,Rare,Prime,INT% Increase,Perc,71,300,3,0,0,0
968,Bottom,Rare,Prime,LUK% Increase,Perc,0,30,1,0,0,0
969,Bottom,Rare,Prime,LUK% Increase,Perc,31,70,2,0,0,0
970,Bottom,Rare,Prime,LUK% Increase,Perc,71,300,3,0,0,0
971,Bottom,Rare,Prime,MaxHP% Increase,Perc,0,30,1,0,0,0
972,Bottom,Rare,Prime,MaxHP% Increase,Perc,31,70,2,0,0,0
973,Bottom,Rare,Prime,MaxHP% Increase,Perc,71,300,3,0,0,0
974,Bottom,Rare,Prime,MaxMP% Increase,Perc,0,30,1,0,0,0
975,Bottom,Rare,Prime,MaxMP% Increase,Perc,31,70,2,0,0,0
976,Bottom,Rare,Prime,MaxMP% Increase,Perc,71,300,3,0,0,0
977,Bottom,Rare,Prime,DEF% Increase,Perc,0,30,1,0,0,0
978,Bottom,Rare,Prime,DEF% Increase,Perc,31,70,2,0,0,0
979,Bottom,Rare,Prime,DEF% Increase,Perc,71,300,3,0,0,0
980,Bottom,Rare,Prime,All Stats Increase,Flat,0,20,1,0,0,0
981,Bottom,Rare,Prime,All Stats Increase,Flat,21,40,2,0,0,0
982,Bottom,Rare,Prime,All Stats Increase,Flat,41,60,3,0,0,0
983,Bottom,Rare,Prime,All Stats Increase,Flat,61,80,4,0,0,0
984,Bottom,Rare,Prime,All Stats Increase,Flat,81,300,5,0,0,0
985,Bottom,Epic,Prime,STR% Increase,Perc,0,30,2,0,0,0
986,Bottom,Epic,Prime,STR% Increase,Perc,31,70,4,0,0,0
987,Bottom,Epic,Prime,STR% Increase,Perc,71,300,6,0,0,0
988,Bottom,Epic,Prime,DEX% Increase,Perc,0,30,2,0,0,0
989,Bottom,Epic,Prime,DEX% Increase,Perc,31,70,4,0,0,0
990,Bottom,Epic,Prime,DEX% Increase,Perc,71,300,6,0,0,0
991,Bottom,Epic,Prime,INT% Increase,Perc,0,30,2,0,0,0
992,Bottom,Epic,Prime,INT% Increase,Perc,31,70,4,0,0,0
993,Bottom,Epic,Prime,INT% Increase,Perc,71,300,6,0,0,0
994,Bottom,Epic,Prime,LUK% Increase,Perc,0,30,2,0,0,0
995,Bottom,Epic,Prime,LUK% Increase,Perc,31,70,4,0,0,0
996,Bottom,Epic,Prime,LUK% Increase,Perc,71,300,6,0,0,0
997,Bottom,Epic,Prime,MaxHP% Increase,Perc,0,30,2,0,0,0
998,Bottom,Epic,Prime,MaxHP% Increase,Perc,31,70,4,0,0,0
999,Bottom,Epic,Prime,MaxHP% Increase,Perc,71,300,6,0,0,0
1000,Bottom,Epic,Prime,MaxMP% Increase,Perc,0,30,2,0,0,0
1001,Bottom,Epic,Prime,MaxMP% Increase,Perc,31,70,4,0,0,0
1002,Bottom,Epic,Prime,MaxMP% Increase,Perc,71,300,6,0,0,0
1003,Bottom,Epic,Prime,DEF% Increase,Perc,0,30,2,0,0,0
1004,Bottom,Epic,Prime,DEF% Increase,Perc,31,70,4,0,0,0
1005,Bottom,Epic,Prime,DEF% Increase,Perc,71,300,6,0,0,0
1006,Bottom,Epic,Prime,All Stats% Increase,Perc,0,30,1,0,0,0
1007,Bottom,Epic,Prime,All Stats% Increase,Perc,31,70,2,0,0,0
1008,Bottom,Epic,Prime,All Stats% Increase,Perc,71,300,3,0,0,0
1009,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,0,10,3,20,0,0
1010,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,11,20,5,20,0,0
1011,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,21,30,7,20,0,0
1012,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,31,40,9,20,0,0
1013,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,41,50,11,20,0,0
1014,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,51,60,13,20,0,0
1015,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,61,70,15,20,0,0
1016,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,71,80,17,20,0,0
1017,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,81,90,19,20,0,0
1018,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,91,100,21,20,0,0
1019,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,101,110,23,20,0,0
1020,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,111,300,25,20,0,0
1021,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,0,10,5,20,0,0
1022,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,11,20,8,20,0,0
1023,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,21,30,11,20,0,0
1024,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,31,40,14,20,0,0
1025,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,41,50,17,20,0,0
1026,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,51,60,20,20,0,0
1027,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,61,70,23,20,0,0
1028,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,71,80,26,20,0,0
1029,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,81,90,29,20,0,0
1030,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,91,100,32,20,0,0
1031,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,101,110,35,20,0,0
1032,Bottom,Epic,Prime,20% chance to ignore monster damage dealt,Flat,111,300,38,20,0,0
1033,Bottom,Epic,Prime,30% chance to ignore monster damage dealt,Flat,0,10,7,30,0,0
1034,Bottom,Epic,Prime,30% chance to ignore monster damage dealt,Flat,11,20,11,30,0,0
1035,Bottom,Epic,Prime,30% chance to ignore monster damage dealt,Flat,21,30,15,30,0,0
1036,Bottom,Epic,Prime,30% chance to ignore monster damage dealt,Flat,31,40,19,30,0,0
1037,Bottom,Epic,Prime,30% chance to ignore monster damage dealt,Flat,41,50,23,30,0,0
1038,Bottom,Epic,Prime,30% chance to ignore monster damage dealt,Flat,51,60,27,30,0,0
1039,Bottom,Epic,Prime,30% chance to ignore monster damage dealt,Flat,61,70,31,30,0,0
1040,Bottom,Epic,Prime,30% chance to ignore monster damage dealt,Flat,71,80,35,30,0,0
1041,Bottom,Epic,Prime,30% chance to ignore monster damage dealt,Flat,81,90,39,30,0,0
1042,Bottom,Epic,Prime,30% chance to ignore monster damage dealt,Flat,91,100,43,30,0,0
1043,Bottom,Epic,Prime,30% chance to ignore monster damage dealt,Flat,101,110,47,30,0,0
1044,Bottom,Epic,Prime,30% chance to ignore monster damage dealt,Flat,111,300,51,30,0,0
1045,Bottom,Unique,Prime,STR% Increase,Perc,0,30,3,0,0,0
1046,Bottom,Unique,Prime,STR% Increase,Perc,31,70,6,0,0,0
1047,Bottom,Unique,Prime,STR% Increase,Perc,71,300,9,0,0,0
1048,Bottom,Unique,Prime,DEX% Increase,Perc,0,30,3,0,0,0
1049,Bottom,Unique,Prime,DEX% Increase,Perc,31,70,6,0,0,0
1050,Bottom,Unique,Prime,DEX% Increase,Perc,71,300,9,0,0,0
1051,Bottom,Unique,Prime,INT% Increase,Perc,0,30,3,0,0,0
1052,Bottom,Unique,Prime,INT% Increase,Perc,31,70,6,0,0,0
1053,Bottom,Unique,Prime,INT% Increase,Perc,71,300,9,0,0,0
1054,Bottom,Unique,Prime,LUK% Increase,Perc,0,30,3,0,0,0
1055,Bottom,Unique,Prime,LUK% Increase,Perc,31,70,6,0,0,0
1056,Bottom,Unique,Prime,LUK% Increase,Perc,71,300,9,0,0,0
1057,Bottom,Unique,Prime,MaxHP% Increase,Perc,0,30,3,0,0,0
1058,Bottom,Unique,Prime,MaxHP% Increase,Perc,31,70,6,0,0,0
1059,Bottom,Unique,Prime,MaxHP% Increase,Perc,71,300,9,0,0,0
1060,Bottom,Unique,Prime,MaxMP% Increase,Perc,0,30,3,0,0,0
1061,Bottom,Unique,Prime,MaxMP% Increase,Perc,31,70,6,0,0,0
1062,Bottom,Unique,Prime,MaxMP% Increase,Perc,71,300,9,0,0,0
1063,Bottom,Unique,Prime,DEF% Increase,Perc,0,30,3,0,0,0
1064,Bottom,Unique,Prime,DEF% Increase,Perc,31,70,6,0,0,0
1065,Bottom,Unique,Prime,DEF% Increase,Perc,71,300,9,0,0,0
1066,Bottom,Unique,Prime,All Stats% Increase,Perc,0,30,2,0,0,0
1067,Bottom,Unique,Prime,All Stats% Increase,Perc,31,70,4,0,0,0
1068,Bottom,Unique,Prime,All Stats% Increase,Perc,71,300,6,0,0,0
1069,Bottom,Unique,Prime,5% chance to ignore 20% of monster damage dealt,Perc,20,300,5,5,0,0
1070,Bottom,Unique,Prime,5% chance to ignore 40% of monster damage dealt,Perc,40,300,5,5,0,0
1071,Bottom,Unique,Prime,Skills and Potion HP Recovery% Increase,Perc,0,30,10,0,0,0
1072,Bottom,Unique,Prime,Skills and Potion HP Recovery% Increase,Perc,31,70,20,0,0,0
1073,Bottom,Unique,Prime,Skills and Potion HP Recovery% Increase,Perc,71,300,30,0,0,0
1074,Bottom,Unique,Prime,Decent Hyper Body enabled,Flat,70,300,0,0,0,0
1075,Bottom,Legendary,Prime,STR% Increase,Perc,0,30,6,0,0,0
1076,Bottom,Legendary,Prime,STR% Increase,Perc,31,70,9,0,0,0
1077,Bottom,Legendary,Prime,STR% Increase,Perc,71,300,12,0,0,0
1078,Bottom,Legendary,Prime,DEX% Increase,Perc,0,30,6,0,0,0
1079,Bottom,Legendary,Prime,DEX% Increase,Perc,31,70,9,0,0,0
1080,Bottom,Legendary,Prime,DEX% Increase,Perc,71,300,12,0,0,0
1081,Bottom,Legendary,Prime,INT% Increase,Perc,0,30,6,0,0,0
1082,Bottom,Legendary,Prime,INT% Increase,Perc,31,70,9,0,0,0
1083,Bottom,Legendary,Prime,INT% Increase,Perc,71,300,12,0,0,0
1084,Bottom,Legendary,Prime,LUK% Increase,Perc,0,30,6,0,0,0
1085,Bottom,Legendary,Prime,LUK% Increase,Perc,31,70,9,0,0,0
1086,Bottom,Legendary,Prime,LUK% Increase,Perc,71,300,12,0,0,0
1087,Bottom,Legendary,Prime,MaxHP% Increase,Perc,0,30,6,0,0,0
1088,Bottom,Legendary,Prime,MaxHP% Increase,Perc,31,70,9,0,0,0
1089,Bottom,Legendary,Prime,MaxHP% Increase,Perc,71,300,12,0,0,0
1090,Bottom,Legendary,Prime,MaxMP% Increase,Perc,0,30,6,0,0,0
1091,Bottom,Legendary,Prime,MaxMP% Increase,Perc,31,70,9,0,0,0
1092,Bottom,Legendary,Prime,MaxMP% Increase,Perc,71,300,12,0,0,0
1093,Bottom,Legendary,Prime,DEF% Increase,Perc,0,30,6,0,0,0
1094,Bottom,Legendary,Prime,DEF% Increase,Perc,31,70,9,0,0,0
1095,Bottom,Legendary,Prime,DEF% Increase,Perc,71,300,12,0,0,0
1096,Bottom,Legendary,Prime,All Stats% Increase,Perc,0,30,3,0,0,0
1097,Bottom,Legendary,Prime,All Stats% Increase,Perc,31,70,6,0,0,0
1098,Bottom,Legendary,Prime,All Stats% Increase,Perc,71,300,9,0,0,0
1099,Bottom,Legendary,Prime,10% chance to ignore 20% of monster damage dealt,Perc,20,300,10,10,0,0
1100,Bottom,Legendary,Prime,10% chance to ignore 40% of monster damage dealt,Perc,40,300,10,10,0,0
1101,Bottom,Legendary,Prime,Reflect damage at a chance,Perc,0,30,20,10,0,0
1102,Bottom,Legendary,Prime,Reflect damage at a chance,Perc,31,50,35,10,0,0
1103,Bottom,Legendary,Prime,Reflect damage at a chance,Perc,51,70,35,20,0,0
1104,Bottom,Legendary,Prime,Reflect damage at a chance,Perc,70,100,50,20,0,0
1105,Bottom,Legendary,Prime,Reflect damage at a chance,Perc,101,300,50,30,0,0
1106,Bottom,Legendary,Prime,Reflect damage at a chance,Perc,0,30,30,10,0,0
1107,Bottom,Legendary,Prime,Reflect damage at a chance,Perc,31,50,50,10,0,0
1108,Bottom,Legendary,Prime,Reflect damage at a chance,Perc,51,70,50,20,0,0
1109,Bottom,Legendary,Prime,Reflect damage at a chance,Perc,70,100,70,20,0,0
1110,Bottom,Legendary,Prime,Reflect damage at a chance,Perc,101,300,70,30,0,0
1111,Bottom,Legendary,Prime,Skills and Potion HP Recovery% Increase,Perc,0,30,20,0,0,0
1112,Bottom,Legendary,Prime,Skills and Potion HP Recovery% Increase,Perc,31,70,30,0,0,0
1113,Bottom,Legendary,Prime,Skills and Potion HP Recovery% Increase,Perc,71,300,40,0,0,0
1114,Gloves,Rare,Non prime,STR Increase,Flat,0,20,1,0,0,0
1115,Gloves,Rare,Non prime,STR Increase,Flat,21,40,2,0,0,0
1116,Gloves,Rare,Non prime,STR Increase,Flat,41,50,3,0,0,0
1117,Gloves,Rare,Non prime,STR Increase,Flat,51,70,4,0,0,0
1118,Gloves,Rare,Non prime,STR Increase,Flat,71,90,5,0,0,0
1119,Gloves,Rare,Non prime,STR Increase,Flat,91,300,6,0,0,0
1120,Gloves,Rare,Non prime,DEX Increase,Flat,0,20,1,0,0,0
1121,Gloves,Rare,Non prime,DEX Increase,Flat,21,40,2,0,0,0
1122,Gloves,Rare,Non prime,DEX Increase,Flat,41,50,3,0,0,0
1123,Gloves,Rare,Non prime,DEX Increase,Flat,51,70,4,0,0,0
1124,Gloves,Rare,Non prime,DEX Increase,Flat,71,90,5,0,0,0
1125,Gloves,Rare,Non prime,DEX Increase,Flat,91,300,6,0,0,0
1126,Gloves,Rare,Non prime,INT Increase,Flat,0,20,1,0,0,0
1127,Gloves,Rare,Non prime,INT Increase,Flat,21,40,2,0,0,0
1128,Gloves,Rare,Non prime,INT Increase,Flat,41,50,3,0,0,0
1129,Gloves,Rare,Non prime,INT Increase,Flat,51,70,4,0,0,0
1130,Gloves,Rare,Non prime,INT Increase,Flat,71,90,5,0,0,0
1131,Gloves,Rare,Non prime,INT Increase,Flat,91,300,6,0,0,0
1132,Gloves,Rare,Non prime,LUK Increase,Flat,0,20,1,0,0,0
1133,Gloves,Rare,Non prime,LUK Increase,Flat,21,40,2,0,0,0
1134,Gloves,Rare,Non prime,LUK Increase,Flat,41,50,3,0,0,0
1135,Gloves,Rare,Non prime,LUK Increase,Flat,51,70,4,0,0,0
1136,Gloves,Rare,Non prime,LUK Increase,Flat,71,90,5,0,0,0
1137,Gloves,Rare,Non prime,LUK Increase,Flat,91,300,6,0,0,0
1138,Gloves,Rare,Non prime,MaxHP Increase,Flat,0,10,5,0,0,0
1139,Gloves,Rare,Non prime,MaxHP Increase,Flat,11,20,10,0,0,0
1140,Gloves,Rare,Non prime,MaxHP Increase,Flat,21,30,15,0,0,0
1141,Gloves,Rare,Non prime,MaxHP Increase,Flat,31,40,20,0,0,0
1142,Gloves,Rare,Non prime,MaxHP Increase,Flat,41,50,25,0,0,0
1143,Gloves,Rare,Non prime,MaxHP Increase,Flat,51,60,30,0,0,0
1144,Gloves,Rare,Non prime,MaxHP Increase,Flat,61,70,35,0,0,0
1145,Gloves,Rare,Non prime,MaxHP Increase,Flat,71,80,40,0,0,0
1146,Gloves,Rare,Non prime,MaxHP Increase,Flat,81,90,45,0,0,0
1147,Gloves,Rare,Non prime,MaxHP Increase,Flat,91,100,50,0,0,0
1148,Gloves,Rare,Non prime,MaxHP Increase,Flat,101,110,55,0,0,0
1149,Gloves,Rare,Non prime,MaxHP Increase,Flat,111,300,60,0,0,0
1150,Gloves,Rare,Non prime,MaxMP Increase,Flat,0,10,5,0,0,0
1151,Gloves,Rare,Non prime,MaxMP Increase,Flat,11,20,10,0,0,0
1152,Gloves,Rare,Non prime,MaxMP Increase,Flat,21,30,15,0,0,0
1153,Gloves,Rare,Non prime,MaxMP Increase,Flat,31,40,20,0,0,0
1154,Gloves,Rare,Non prime,MaxMP Increase,Flat,41,50,25,0,0,0
1155,Gloves,Rare,Non prime,MaxMP Increase,Flat,51,60,30,0,0,0
1156,Gloves,Rare,Non prime,MaxMP Increase,Flat,61,70,35,0,0,0
1157,Gloves,Rare,Non prime,MaxMP Increase,Flat,71,80,40,0,0,0
1158,Gloves,Rare,Non prime,MaxMP Increase,Flat,81,90,45,0,0,0
1159,Gloves,Rare,Non prime,MaxMP Increase,Flat,91,100,50,0,0,0
