,Slot,Grade,Prime,DisplayStat,MinLvl,MaxLvl,Probaility,1 in
384,Top,Epic,Prime,STR% Increase,0,300,4%,25
385,Overall,Epic,Prime,STR% Increase,0,300,4%,25
386,Bottom,Epic,Prime,STR% Increase,0,300,4%,25
387,Shoes,Epic,Prime,STR% Increase,0,300,4%,25
388,Cape,Epic,Prime,STR% Increase,0,300,4%,25
389,Belt,Epic,Prime,STR% Increase,0,300,4%,25
390,Shoulderpad,Epic,Prime,STR% Increase,0,300,4%,25
391,Top,Epic,Prime,DEX% Increase,0,300,4%,25
392,Overall,Epic,Prime,DEX% Increase,0,300,4%,25
393,Bottom,Epic,Prime,DEX% Increase,0,300,4%,25
394,Shoes,Epic,Prime,DEX% Increase,0,300,4%,25
395,Cape,Epic,Prime,DEX% Increase,0,300,4%,25
396,Belt,Epic,Prime,DEX% Increase,0,300,4%,25
397,Shoulderpad,Epic,Prime,DEX% Increase,0,300,4%,25
398,Top,Epic,Prime,INT% Increase,0,300,4%,25
399,Overall,Epic,Prime,INT% Increase,0,300,4%,25
400,Bottom,Epic,Prime,INT% Increase,0,300,4%,25
401,Shoes,Epic,Prime,INT% Increase,0,300,4%,25
402,Cape,Epic,Prime,INT% Increase,0,300,4%,25
403,Belt,Epic,Prime,INT% Increase,0,300,4%,25
404,Shoulderpad,Epic,Prime,INT% Increase,0,300,4%,25
405,Top,Epic,Prime,LUK% Increase,0,300,4%,25
406,Overall,Epic,Prime,LUK% Increase,0,300,4%,25
407,Bottom,Epic,Prime,LUK% Increase,0,300,4%,25
408,Shoes,Epic,Prime,LUK% Increase,0,300,4%,25
409,Cape,Epic,Prime,LUK% Increase,0,300,4%,25
410,Belt,Epic,Prime,LUK% Increase,0,300,4%,25
411,Shoulderpad,Epic,Prime,LUK% Increase,0,300,4%,25
412,Top,Epic,Prime,MaxHP% Increase,0,300,6%,16.6666
413,Overall,Epic,Prime,MaxHP% Increase,0,300,6%,16.6666
414,Bottom,Epic,Prime,MaxHP% Increase,0,300,6%,16.6666
415,Shoes,Epic,Prime,MaxHP% Increase,0,300,6%,16.6666
416,Cape,Epic,Prime,MaxHP% Increase,0,300,6%,16.6666
417,Belt,Epic,Prime,MaxHP% Increase,0,300,6%,16.6666
418,Shoulderpad,Epic,Prime,MaxHP% Increase,0,300,6%,16.6666
419,Top,Epic,Prime,MaxMP% Increase,0,300,6%,16.6666
420,Overall,Epic,Prime,MaxMP% Increase,0,300,6%,16.6666
421,Bottom,Epic,Prime,MaxMP% Increase,0,300,6%,16.6666
422,Shoes,Epic,Prime,MaxMP% Increase,0,300,6%,16.6666
423,Cape,Epic,Prime,MaxMP% Increase,0,300,6%,16.6666
424,Belt,Epic,Prime,MaxMP% Increase,0,300,6%,16.6666
425,Shoulderpad,Epic,Prime,MaxMP% Increase,0,300,6%,16.6666
426,Top,Epic,Prime,DEF% Increase,0,300,6%,16.6666
427,Overall,Epic,Prime,DEF% Increase,0,300,6%,16.6666
428,Bottom,Epic,Prime,DEF% Increase,0,300,6%,16.6666
429,Shoes,Epic,Prime,DEF% Increase,0,300,6%,16.6666
430,Cape,Epic,Prime,DEF% Increase,0,300,6%,16.6666
431,Belt,Epic,Prime,DEF% Increase,0,300,6%,16.6666
432,Shoulderpad,Epic,Prime,DEF% Increase,0,300,6%,16.6666
433,Top,Epic,Prime,All Stats% Increase,0,300,4%,25
434,Overall,Epic,Prime,All Stats% Increase,0,300,4%,25
435,Bottom,Epic,Prime,All Stats% Increase,0,300,4%,25
436,Shoes,Epic,Prime,All Stats% Increase,0,300,4%,25
437,Cape,Epic,Prime,All Stats% Increase,0,300,4%,25
438,Belt,Epic,Prime,All Stats% Increase,0,300,4%,25
439,Shoulderpad,Epic,Prime,All Stats% Increase,0,300,4%,25
440,Top,Unique,Prime,STR Increase,60,300,5.4545%,18.3333
441,Overall,Unique,Prime,STR Increase,60,300,5.4545%,18.3333
442,Bottom,Unique,Prime,STR Increase,60,300,5.4545%,18.3333
443,Shoes,Unique,Prime,STR Increase,60,300,5.4545%,18.3333
444,Cape,Unique,Prime,STR Increase,60,300,5.4545%,18.3333
445,Belt,Unique,Prime,STR Increase,60,300,5.4545%,18.3333
446,Shoulderpad,Unique,Prime,STR Increase,60,300,5.4545%,18.3333
447,Top,Unique,Prime,DEX Increase,60,300,5.4545%,18.3333
448,Overall,Unique,Prime,DEX Increase,60,300,5.4545%,18.3333
449,Bottom,Unique,Prime,DEX Increase,60,300,5.4545%,18.3333
450,Shoes,Unique,Prime,DEX Increase,60,300,5.4545%,18.3333
451,Cape,Unique,Prime,DEX Increase,60,300,5.4545%,18.3333
452,Belt,Unique,Prime,DEX Increase,60,300,5.4545%,18.3333
453,Shoulderpad,Unique,Prime,DEX Increase,60,300,5.4545%,18.3333
454,Top,Unique,Prime,INT Increase,60,300,5.4545%,18.3333
455,Overall,Unique,Prime,INT Increase,60,300,5.4545%,18.3333
456,Bottom,Unique,Prime,INT Increase,60,300,5.4545%,18.3333
457,Shoes,Unique,Prime,INT Increase,60,300,5.4545%,18.3333
458,Cape,Unique,Prime,INT Increase,60,300,5.4545%,18.3333
459,Belt,Unique,Prime,INT Increase,60,300,5.4545%,18.3333
460,Shoulderpad,Unique,Prime,INT Increase,60,300,5.4545%,18.3333
461,Top,Unique,Prime,LUK Increase,60,300,5.4545%,18.3333
462,Overall,Unique,Prime,LUK Increase,60,300,5.4545%,18.3333
463,Bottom,Unique,Prime,LUK Increase,60,300,5.4545%,18.3333
464,Shoes,Unique,Prime,LUK Increase,60,300,5.4545%,18.3333
465,Cape,Unique,Prime,LUK Increase,60,300,5.4545%,18.3333
466,Belt,Unique,Prime,LUK Increase,60,300,5.4545%,18.3333
467,Shoulderpad,Unique,Prime,LUK Increase,60,300,5.4545%,18.3333
468,Top,Unique,Prime,Weapon ATT Increase,60,300,3.6363%,27.5
469,Overall,Unique,Prime,Weapon ATT Increase,60,300,3.6363%,27.5
470,Bottom,Unique,Prime,Weapon ATT Increase,60,300,3.6363%,27.5
471,Shoes,Unique,Prime,Weapon ATT Increase,60,300,3.6363%,27.5
472,Cape,Unique,Prime,Weapon ATT Increase,60,300,3.6363%,27.5
473,Belt,Unique,Prime,Weapon ATT Increase,60,300,3.6363%,27.5
474,Shoulderpad,Unique,Prime,Weapon ATT Increase,60,300,3.6363%,27.5
475,Top,Unique,Prime,Magic ATT Increase,60,300,3.6363%,27.5
476,Overall,Unique,Prime,Magic ATT Increase,60,300,3.6363%,27.5
477,Bottom,Unique,Prime,Magic ATT Increase,60,300,3.6363%,27.5
478,Shoes,Unique,Prime,Magic ATT Increase,60,300,3.6363%,27.5
479,Cape,Unique,Prime,Magic ATT Increase,60,300,3.6363%,27.5
480,Belt,Unique,Prime,Magic ATT Increase,60,300,3.6363%,27.5
481,Shoulderpad,Unique,Prime,Magic ATT Increase,60,300,3.6363%,27.5
482,Top,Unique,Prime,DEF Increase,60,300,5.4545%,18.3333
483,Overall,Unique,Prime,DEF Increase,60,300,5.4545%,18.3333
484,Bottom,Unique,Prime,DEF Increase,60,300,5.4545%,18.3333
485,Shoes,Unique,Prime,DEF Increase,60,300,5.4545%,18.3333
486,Cape,Unique,Prime,DEF Increase,60,300,5.4545%,18.3333
487,Belt,Unique,Prime,DEF Increase,60,300,5.4545%,18.3333
488,Shoulderpad,Unique,Prime,DEF Increase,60,300,5.4545%,18.3333
489,Top,Unique,Prime,MaxHP Increase,60,300,5.4545%,18.3333
490,Overall,Unique,Prime,MaxHP Increase,60,300,5.4545%,18.3333
491,Bottom,Unique,Prime,MaxHP Increase,60,300,5.4545%,18.3333
492,Shoes,Unique,Prime,MaxHP Increase,60,300,5.4545%,18.3333
493,Cape,Unique,Prime,MaxHP Increase,60,300,5.4545%,18.3333
494,Belt,Unique,Prime,MaxHP Increase,60,300,5.4545%,18.3333
495,Shoulderpad,Unique,Prime,MaxHP Increase,60,300,5.4545%,18.3333
496,Top,Unique,Prime,MaxMP Increase,60,300,5.4545%,18.3333
497,Overall,Unique,Prime,MaxMP Increase,60,300,5.4545%,18.3333
498,Bottom,Unique,Prime,MaxMP Increase,60,300,5.4545%,18.3333
499,Shoes,Unique,Prime,MaxMP Increase,60,300,5.4545%,18.3333
500,Cape,Unique,Prime,MaxMP Increase,60,300,5.4545%,18.3333
501,Belt,Unique,Prime,MaxMP Increase,60,300,5.4545%,18.3333
502,Shoulderpad,Unique,Prime,MaxMP Increase,60,300,5.4545%,18.3333
503,Top,Unique,Prime,STR% Increase,60,300,3.6363%,27.5
504,Overall,Unique,Prime,STR% Increase,60,300,3.6363%,27.5
505,Bottom,Unique,Prime,STR% Increase,60,300,3.6363%,27.5
506,Shoes,Unique,Prime,STR% Increase,60,300,3.6363%,27.5
507,Cape,Unique,Prime,STR% Increase,60,300,3.6363%,27.5
508,Belt,Unique,Prime,STR% Increase,60,300,3.6363%,27.5
509,Shoulderpad,Unique,Prime,STR% Increase,60,300,3.6363%,27.5
510,Top,Unique,Prime,DEX% Increase,60,300,3.6363%,27.5
511,Overall,Unique,Prime,DEX% Increase,60,300,3.6363%,27.5
512,Bottom,Unique,Prime,DEX% Increase,60,300,3.6363%,27.5
513,Shoes,Unique,Prime,DEX% Increase,60,300,3.6363%,27.5
514,Cape,Unique,Prime,DEX% Increase,60,300,3.6363%,27.5
515,Belt,Unique,Prime,DEX% Increase,60,300,3.6363%,27.5
516,Shoulderpad,Unique,Prime,DEX% Increase,60,300,3.6363%,27.5
517,Top,Unique,Prime,INT% Increase,60,300,3.6363%,27.5
518,Overall,Unique,Prime,INT% Increase,60,300,3.6363%,27.5
519,Bottom,Unique,Prime,INT% Increase,60,300,3.6363%,27.5
520,Shoes,Unique,Prime,INT% Increase,60,300,3.6363%,27.5
521,Cape,Unique,Prime,INT% Increase,60,300,3.6363%,27.5
522,Belt,Unique,Prime,INT% Increase,60,300,3.6363%,27.5
523,Shoulderpad,Unique,Prime,INT% Increase,60,300,3.6363%,27.5
524,Top,Unique,Prime,LUK% Increase,60,300,3.6363%,27.5
525,Overall,Unique,Prime,LUK% Increase,60,300,3.6363%,27.5
526,Bottom,Unique,Prime,LUK% Increase,60,300,3.6363%,27.5
527,Shoes,Unique,Prime,LUK% Increase,60,300,3.6363%,27.5
528,Cape,Unique,Prime,LUK% Increase,60,300,3.6363%,27.5
529,Belt,Unique,Prime,LUK% Increase,60,300,3.6363%,27.5
530,Shoulderpad,Unique,Prime,LUK% Increase,60,300,3.6363%,27.5
531,Top,Unique,Prime,MaxHP% Increase,60,300,5.4545%,18.3333
532,Overall,Unique,Prime,MaxHP% Increase,60,300,5.4545%,18.3333
533,Bottom,Unique,Prime,MaxHP% Increase,60,300,5.4545%,18.3333
534,Shoes,Unique,Prime,MaxHP% Increase,60,300,5.4545%,18.3333
535,Cape,Unique,Prime,MaxHP% Increase,60,300,5.4545%,18.3333
536,Belt,Unique,Prime,MaxHP% Increase,60,300,5.4545%,18.3333
537,Shoulderpad,Unique,Prime,MaxHP% Increase,60,300,5.4545%,18.3333
538,Top,Unique,Prime,MaxMP% Increase,60,300,5.4545%,18.3333
539,Overall,Unique,Prime,MaxMP% Increase,60,300,5.4545%,18.3333
540,Bottom,Unique,Prime,MaxMP% Increase,60,300,5.4545%,18.3333
541,Shoes,Unique,Prime,MaxMP% Increase,60,300,5.4545%,18.3333
542,Cape,Unique,Prime,MaxMP% Increase,60,300,5.4545%,18.3333
543,Belt,Unique,Prime,MaxMP% Increase,60,300,5.4545%,18.3333
544,Shoulderpad,Unique,Prime,MaxMP% Increase,60,300,5.4545%,18.3333
545,Top,Unique,Prime,DEF% Increase,60,300,5.4545%,18.3333
546,Overall,Unique,Prime,DEF% Increase,60,300,5.4545%,18.3333
547,Bottom,Unique,Prime,DEF% Increase,60,300,5.4545%,18.3333
548,Shoes,Unique,Prime,DEF% Increase,60,300,5.4545%,18.3333
549,Cape,Unique,Prime,DEF% Increase,60,300,5.4545%,18.3333
550,Belt,Unique,Prime,DEF% Increase,60,300,5.4545%,18.3333
551,Shoulderpad,Unique,Prime,DEF% Increase,60,300,5.4545%,18.3333
552,Top,Unique,Prime,All Stats% Increase,60,300,3.6363%,27.5
553,Overall,Unique,Prime,All Stats% Increase,60,300,3.6363%,27.5
554,Bottom,Unique,Prime,All Stats% Increase,60,300,3.6363%,27.5
555,Shoes,Unique,Prime,All Stats% Increase,60,300,3.6363%,27.5
556,Cape,Unique,Prime,All Stats% Increase,60,300,3.6363%,27.5
557,Belt,Unique,Prime,All Stats% Increase,60,300,3.6363%,27.5
558,Shoulderpad,Unique,Prime,All Stats% Increase,60,300,3.6363%,27.5
559,Top,Unique,Prime,Skills and Potion HP Recovery Increase,60,300,5.4545%,18.3333
560,Overall,Unique,Prime,Skills and Potion HP Recovery Increase,60,300,5.4545%,18.3333
561,Bottom,Unique,Prime,Skills and Potion HP Recovery Increase,60,300,5.4545%,18.3333
562,Shoes,Unique,Prime,Skills and Potion HP Recovery Increase,60,300,5.4545%,18.3333
563,Cape,Unique,Prime,Skills and Potion HP Recovery Increase,60,300,5.4545%,18.3333
564,Belt,Unique,Prime,Skills and Potion HP Recovery Increase,60,300,5.4545%,18.3333
565,Shoulderpad,Unique,Prime,Skills and Potion HP Recovery Increase,60,300,5.4545%,18.3333
566,Top,Unique,Prime,STR +1 per 10 Character Levels,60,300,3.6363%,27.5
567,Overall,Unique,Prime,STR +1 per 10 Character Levels,60,300,3.6363%,27.5
568,Bottom,Unique,Prime,STR +1 per 10 Character Levels,60,300,3.6363%,27.5
569,Shoes,Unique,Prime,STR +1 per 10 Character Levels,60,300,3.6363%,27.5
570,Cape,Unique,Prime,STR +1 per 10 Character Levels,60,300,3.6363%,27.5
571,Belt,Unique,Prime,STR +1 per 10 Character Levels,60,300,3.6363%,27.5
572,Shoulderpad,Unique,Prime,STR +1 per 10 Character Levels,60,300,3.6363%,27.5
573,Top,Unique,Prime,DEX +1 per 10 Character Levels,60,300,3.6363%,27.5
574,Overall,Unique,Prime,DEX +1 per 10 Character Levels,60,300,3.6363%,27.5
575,Bottom,Unique,Prime,DEX +1 per 10 Character Levels,60,300,3.6363%,27.5
576,Shoes,Unique,Prime,DEX +1 per 10 Character Levels,60,300,3.6363%,27.5
577,Cape,Unique,Prime,DEX +1 per 10 Character Levels,60,300,3.6363%,27.5
578,Belt,Unique,Prime,DEX +1 per 10 Character Levels,60,300,3.6363%,27.5
579,Shoulderpad,Unique,Prime,DEX +1 per 10 Character Levels,60,300,3.6363%,27.5
580,Top,Unique,Prime,INT +1 per 10 Character Levels,60,300,3.6363%,27.5
581,Overall,Unique,Prime,INT +1 per 10 Character Levels,60,300,3.6363%,27.5
582,Bottom,Unique,Prime,INT +1 per 10 Character Levels,60,300,3.6363%,27.5
583,Shoes,Unique,Prime,INT +1 per 10 Character Levels,60,300,3.6363%,27.5
584,Cape,Unique,Prime,INT +1 per 10 Character Levels,60,300,3.6363%,27.5
585,Belt,Unique,Prime,INT +1 per 10 Character Levels,60,300,3.6363%,27.5
586,Shoulderpad,Unique,Prime,INT +1 per 10 Character Levels,60,300,3.6363%,27.5
587,Top,Unique,Prime,LUK +1 per 10 Character Levels,60,300,3.6363%,27.5
588,Overall,Unique,Prime,LUK +1 per 10 Character Levels,60,300,3.6363%,27.5
589,Bottom,Unique,Prime,LUK +1 per 10 Character Levels,60,300,3.6363%,27.5
590,Shoes,Unique,Prime,LUK +1 per 10 Character Levels,60,300,3.6363%,27.5
591,Cape,Unique,Prime,LUK +1 per 10 Character Levels,60,300,3.6363%,27.5
592,Belt,Unique,Prime,LUK +1 per 10 Character Levels,60,300,3.6363%,27.5
593,Shoulderpad,Unique,Prime,LUK +1 per 10 Character Levels,60,300,3.6363%,27.5
594,Top,Legendary,Prime,STR Increase,70,300,4.7619%,21
595,Overall,Legendary,Prime,STR Increase,70,300,4.7619%,21
596,Bottom,Legendary,Prime,STR Increase,70,300,4.7619%,21
597,Shoes,Legendary,Prime,STR Increase,70,300,4.7619%,21
598,Cape,Legendary,Prime,STR Increase,70,300,4.7619%,21
599,Belt,Legendary,Prime,STR Increase,70,300,4.7619%,21
600,Shoulderpad,Legendary,Prime,STR Increase,70,300,4.7619%,21
601,Top,Legendary,Prime,DEX Increase,70,300,4.7619%,21
602,Overall,Legendary,Prime,DEX Increase,70,300,4.7619%,21
603,Bottom,Legendary,Prime,DEX Increase,70,300,4.7619%,21
604,Shoes,Legendary,Prime,DEX Increase,70,300,4.7619%,21
605,Cape,Legendary,Prime,DEX Increase,70,300,4.7619%,21
606,Belt,Legendary,Prime,DEX Increase,70,300,4.7619%,21
607,Shoulderpad,Legendary,Prime,DEX Increase,70,300,4.7619%,21
608,Top,Legendary,Prime,INT Increase,70,300,4.7619%,21
609,Overall,Legendary,Prime,INT Increase,70,300,4.7619%,21
610,Bottom,Legendary,Prime,INT Increase,70,300,4.7619%,21
611,Shoes,Legendary,Prime,INT Increase,70,300,4.7619%,21
612,Cape,Legendary,Prime,INT Increase,70,300,4.7619%,21
613,Belt,Legendary,Prime,INT Increase,70,300,4.7619%,21
614,Shoulderpad,Legendary,Prime,INT Increase,70,300,4.7619%,21
615,Top,Legendary,Prime,LUK Increase,70,300,4.7619%,21
616,Overall,Legendary,Prime,LUK Increase,70,300,4.7619%,21
617,Bottom,Legendary,Prime,LUK Increase,70,300,4.7619%,21
618,Shoes,Legendary,Prime,LUK Increase,70,300,4.7619%,21
619,Cape,Legendary,Prime,LUK Increase,70,300,4.7619%,21
620,Belt,Legendary,Prime,LUK Increase,70,300,4.7619%,21
621,Shoulderpad,Legendary,Prime,LUK Increase,70,300,4.7619%,21
622,Top,Legendary,Prime,Weapon ATT Increase,70,300,3.1746%,31.5
623,Overall,Legendary,Prime,Weapon ATT Increase,70,300,3.1746%,31.5
624,Bottom,Legendary,Prime,Weapon ATT Increase,70,300,3.1746%,31.5
625,Shoes,Legendary,Prime,Weapon ATT Increase,70,300,3.1746%,31.5
626,Cape,Legendary,Prime,Weapon ATT Increase,70,300,3.1746%,31.5
627,Belt,Legendary,Prime,Weapon ATT Increase,70,300,3.1746%,31.5
628,Shoulderpad,Legendary,Prime,Weapon ATT Increase,70,300,3.1746%,31.5
629,Top,Legendary,Prime,Magic ATT Increase,70,300,3.1746%,31.5
630,Overall,Legendary,Prime,Magic ATT Increase,70,300,3.1746%,31.5
631,Bottom,Legendary,Prime,Magic ATT Increase,70,300,3.1746%,31.5
632,Shoes,Legendary,Prime,Magic ATT Increase,70,300,3.1746%,31.5
633,Cape,Legendary,Prime,Magic ATT Increase,70,300,3.1746%,31.5
634,Belt,Legendary,Prime,Magic ATT Increase,70,300,3.1746%,31.5
635,Shoulderpad,Legendary,Prime,Magic ATT Increase,70,300,3.1746%,31.5
636,Top,Legendary,Prime,DEF Increase,70,300,4.7619%,21
637,Overall,Legendary,Prime,DEF Increase,70,300,4.7619%,21
638,Bottom,Legendary,Prime,DEF Increase,70,300,4.7619%,21
639,Shoes,Legendary,Prime,DEF Increase,70,300,4.7619%,21
640,Cape,Legendary,Prime,DEF Increase,70,300,4.7619%,21
641,Belt,Legendary,Prime,DEF Increase,70,300,4.7619%,21
642,Shoulderpad,Legendary,Prime,DEF Increase,70,300,4.7619%,21
643,Top,Legendary,Prime,MaxHP Increase,70,300,4.7619%,21
644,Overall,Legendary,Prime,MaxHP Increase,70,300,4.7619%,21
645,Bottom,Legendary,Prime,MaxHP Increase,70,300,4.7619%,21
646,Shoes,Legendary,Prime,MaxHP Increase,70,300,4.7619%,21
647,Cape,Legendary,Prime,MaxHP Increase,70,300,4.7619%,21
648,Belt,Legendary,Prime,MaxHP Increase,70,300,4.7619%,21
649,Shoulderpad,Legendary,Prime,MaxHP Increase,70,300,4.7619%,21
650,Top,Legendary,Prime,MaxMP Increase,70,300,4.7619%,21
651,Overall,Legendary,Prime,MaxMP Increase,70,300,4.7619%,21
652,Bottom,Legendary,Prime,MaxMP Increase,70,300,4.7619%,21
653,Shoes,Legendary,Prime,MaxMP Increase,70,300,4.7619%,21
654,Cape,Legendary,Prime,MaxMP Increase,70,300,4.7619%,21
655,Belt,Legendary,Prime,MaxMP Increase,70,300,4.7619%,21
656,Shoulderpad,Legendary,Prime,MaxMP Increase,70,300,4.7619%,21
657,Top,Legendary,Prime,STR% Increase,70,300,3.1746%,31.5
658,Overall,Legendary,Prime,STR% Increase,70,300,3.1746%,31.5
659,Bottom,Legendary,Prime,STR% Increase,70,300,3.1746%,31.5
660,Shoes,Legendary,Prime,STR% Increase,70,300,3.1746%,31.5
661,Cape,Legendary,Prime,STR% Increase,70,300,3.1746%,31.5
662,Belt,Legendary,Prime,STR% Increase,70,300,3.1746%,31.5
663,Shoulderpad,Legendary,Prime,STR% Increase,70,300,3.1746%,31.5
664,Top,Legendary,Prime,DEX% Increase,70,300,3.1746%,31.5
665,Overall,Legendary,Prime,DEX% Increase,70,300,3.1746%,31.5
666,Bottom,Legendary,Prime,DEX% Increase,70,300,3.1746%,31.5
667,Shoes,Legendary,Prime,DEX% Increase,70,300,3.1746%,31.5
668,Cape,Legendary,Prime,DEX% Increase,70,300,3.1746%,31.5
669,Belt,Legendary,Prime,DEX% Increase,70,300,3.1746%,31.5
670,Shoulderpad,Legendary,Prime,DEX% Increase,70,300,3.1746%,31.5
671,Top,Legendary,Prime,INT% Increase,70,300,3.1746%,31.5
672,Overall,Legendary,Prime,INT% Increase,70,300,3.1746%,31.5
673,Bottom,Legendary,Prime,INT% Increase,70,300,3.1746%,31.5
674,Shoes,Legendary,Prime,INT% Increase,70,300,3.1746%,31.5
675,Cape,Legendary,Prime,INT% Increase,70,300,3.1746%,31.5
676,Belt,Legendary,Prime,INT% Increase,70,300,3.1746%,31.5
677,Shoulderpad,Legendary,Prime,INT% Increase,70,300,3.1746%,31.5
678,Top,Legendary,Prime,LUK% Increase,70,300,3.1746%,31.5
679,Overall,Legendary,Prime,LUK% Increase,70,300,3.1746%,31.5
680,Bottom,Legendary,Prime,LUK% Increase,70,300,3.1746%,31.5
681,Shoes,Legendary,Prime,LUK% Increase,70,300,3.1746%,31.5
682,Cape,Legendary,Prime,LUK% Increase,70,300,3.1746%,31.5
683,Belt,Legendary,Prime,LUK% Increase,70,300,3.1746%,31.5
684,Shoulderpad,Legendary,Prime,LUK% Increase,70,300,3.1746%,31.5
685,Top,Legendary,Prime,MaxHP% Increase,70,300,4.7619%,21
686,Overall,Legendary,Prime,MaxHP% Increase,70,300,4.7619%,21
687,Bottom,Legendary,Prime,MaxHP% Increase,70,300,4.7619%,21
688,Shoes,Legendary,Prime,MaxHP% Increase,70,300,4.7619%,21
689,Cape,Legendary,Prime,MaxHP% Increase,70,300,4.7619%,21
690,Belt,Legendary,Prime,MaxHP% Increase,70,300,4.7619%,21
691,Shoulderpad,Legendary,Prime,MaxHP% Increase,70,300,4.7619%,21
692,Top,Legendary,Prime,MaxMP% Increase,70,300,4.7619%,21
693,Overall,Legendary,Prime,MaxMP% Increase,70,300,4.7619%,21
694,Bottom,Legendary,Prime,MaxMP% Increase,70,300,4.7619%,21
695,Shoes,Legendary,Prime,MaxMP% Increase,70,300,4.7619%,21
696,Cape,Legendary,Prime,MaxMP% Increase,70,300,4.7619%,21
697,Belt,Legendary,Prime,MaxMP% Increase,70,300,4.7619%,21
698,Shoulderpad,Legendary,Prime,MaxMP% Increase,70,300,4.7619%,21
699,Top,Legendary,Prime,DEF% Increase,70,300,4.7619%,21
700,Overall,Legendary,Prime,DEF% Increase,70,300,4.7619%,21
701,Bottom,Legendary,Prime,DEF% Increase,70,300,4.7619%,21
702,Shoes,Legendary,Prime,DEF% Increase,70,300,4.7619%,21
703,Cape,Legendary,Prime,DEF% Increase,70,300,4.7619%,21
704,Belt,Legendary,Prime,DEF% Increase,70,300,4.7619%,21
705,Shoulderpad,Legendary,Prime,DEF% Increase,70,300,4.7619%,21
706,Top,Legendary,Prime,Critical Damage% Increase,70,300,3.1746%,31.5
707,Overall,Legendary,Prime,Critical Damage% Increase,70,300,3.1746%,31.5
708,Bottom,Legendary,Prime,Critical Damage% Increase,70,300,3.1746%,31.5
709,Shoes,Legendary,Prime,Critical Damage% Increase,70,300,3.1746%,31.5
710,Cape,Legendary,Prime,Critical Damage% Increase,70,300,3.1746%,31.5
711,Belt,Legendary,Prime,Critical Damage% Increase,70,300,3.1746%,31.5
712,Shoulderpad,Legendary,Prime,Critical Damage% Increase,70,300,3.1746%,31.5
713,Top,Legendary,Prime,All Stats% Increase,70,300,3.1746%,31.5
714,Overall,Legendary,Prime,All Stats% Increase,70,300,3.1746%,31.5
715,Bottom,Legendary,Prime,All Stats% Increase,70,300,3.1746%,31.5
716,Shoes,Legendary,Prime,All Stats% Increase,70,300,3.1746%,31.5
717,Cape,Legendary,Prime,All Stats% Increase,70,300,3.1746%,31.5
718,Belt,Legendary,Prime,All Stats% Increase,70,300,3.1746%,31.5
719,Shoulderpad,Legendary,Prime,All Stats% Increase,70,300,3.1746%,31.5
720,Top,Legendary,Prime,STR +2 per 10 Character Levels,70,300,3.1746%,31.5
721,Overall,Legendary,Prime,STR +2 per 10 Character Levels,70,300,3.1746%,31.5
722,Bottom,Legendary,Prime,STR +2 per 10 Character Levels,70,300,3.1746%,31.5
723,Shoes,Legendary,Prime,STR +2 per 10 Character Levels,70,300,3.1746%,31.5
724,Cape,Legendary,Prime,STR +2 per 10 Character Levels,70,300,3.1746%,31.5
725,Belt,Legendary,Prime,STR +2 per 10 Character Levels,70,300,3.1746%,31.5
726,Shoulderpad,Legendary,Prime,STR +2 per 10 Character Levels,70,300,3.1746%,31.5
727,Top,Legendary,Prime,DEX +2 per 10 Character Levels,70,300,3.1746%,31.5
728,Overall,Legendary,Prime,DEX +2 per 10 Character Levels,70,300,3.1746%,31.5
729,Bottom,Legendary,Prime,DEX +2 per 10 Character Levels,70,300,3.1746%,31.5
730,Shoes,Legendary,Prime,DEX +2 per 10 Character Levels,70,300,3.1746%,31.5
731,Cape,Legendary,Prime,DEX +2 per 10 Character Levels,70,300,3.1746%,31.5
732,Belt,Legendary,Prime,DEX +2 per 10 Character Levels,70,300,3.1746%,31.5
733,Shoulderpad,Legendary,Prime,DEX +2 per 10 Character Levels,70,300,3.1746%,31.5
734,Top,Legendary,Prime,INT +2 per 10 Character Levels,70,300,3.1746%,31.5
735,Overall,Legendary,Prime,INT +2 per 10 Character Levels,70,300,3.1746%,31.5
736,Bottom,Legendary,Prime,INT +2 per 10 Character Levels,70,300,3.1746%,31.5
737,Shoes,Legendary,Prime,INT +2 per 10 Character Levels,70,300,3.1746%,31.5
738,Cape,Legendary,Prime,INT +2 per 10 Character Levels,70,300,3.1746%,31.5
739,Belt,Legendary,Prime,INT +2 per 10 Character Levels,70,300,3.1746%,31.5
740,Shoulderpad,Legendary,Prime,INT +2 per 10 Character Levels,70,300,3.1746%,31.5
741,Top,Legendary,Prime,LUK +2 per 10 Character Levels,70,300,3.1746%,31.5
742,Overall,Legendary,Prime,LUK +2 per 10 Character Levels,70,300,3.1746%,31.5
743,Bottom,Legendary,Prime,LUK +2 per 10 Character Levels,70,300,3.1746%,31.5
744,Shoes,Legendary,Prime,LUK +2 per 10 Character Levels,70,300,3.1746%,31.5
745,Cape,Legendary,Prime,LUK +2 per 10 Character Levels,70,300,3.1746%,31.5
746,Belt,Legendary,Prime,LUK +2 per 10 Character Levels,70,300,3.1746%,31.5
747,Shoulderpad,Legendary,Prime,LUK +2 per 10 Character Levels,70,300,3.1746%,31.5
748,Top,Legendary,Prime,Mesos Obtained% Increase,70,300,4.7619%,21
749,Overall,Legendary,Prime,Mesos Obtained% Increase,70,300,4.7619%,21
750,Bottom,Legendary,Prime,Mesos Obtained% Increase,70,300,4.7619%,21
